# Weather station Khargone, India, WMO_ID=42849,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42849&lang=en
#
"Local time in Khargone";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.08.2016 17:30";"28.4";"730.5";"751.7";"";"85";"";"";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"30.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"";"2.0";"25.6";"";"";"";"";"";"";
"31.08.2016 08:30";"28.4";"732.3";"753.5";"";"78";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"22.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"30.08.2016 17:30";"30.4";"729.7";"750.7";"";"80";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"31.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.5";"";"";"";"";"";"";
"30.08.2016 08:30";"29.4";"732.8";"754.0";"";"71";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"22.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"29.08.2016 17:30";"32.4";"729.7";"750.5";"";"64";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"33.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"24.7";"";"";"";"";"";"";
"29.08.2016 08:30";"26.4";"734.1";"755.5";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"22.6";"";"";"";"";"";"";
"28.08.2016 17:30";"31.6";"730.6";"751.5";"";"70";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"31.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"28.08.2016 08:30";"27.2";"732.8";"754.1";"";"86";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"22.5";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"24.6";"";"";"";"";"";"";
"27.08.2016 17:30";"30.2";"730.9";"751.9";"";"81";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"31.5";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"26.6";"";"";"";"";"";"";
"27.08.2016 08:30";"27.4";"733.6";"754.9";"";"84";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"22.7";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"24.5";"";"";"";"";"";"";
"26.08.2016 17:30";"32.4";"730.7";"751.6";"";"56";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"22.4";"";"";"";"";"";"";
"26.08.2016 08:30";"26.4";"734.1";"755.5";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"25.08.2016 17:30";"29.0";"732.3";"753.5";"";"74";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"30.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.8";"";"";"";"";"";"";
"25.08.2016 08:30";"28.0";"732.5";"753.7";"";"76";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"21.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"24.08.2016 17:30";"30.4";"729.8";"750.8";"";"67";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"31.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"24.08.2016 08:30";"28.2";"732.5";"753.7";"";"76";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"22.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.6";"";"";"";"";"";"";
"23.08.2016 17:30";"28.8";"729.9";"751.0";"";"79";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"29.5";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"24.8";"";"";"";"";"";"";
"23.08.2016 08:30";"25.4";"731.8";"753.2";"";"88";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"20.7";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"23.3";"";"";"";"";"";"";
"22.08.2016 17:30";"26.8";"730.8";"752.1";"";"84";"Wind blowing from the south-west";"1";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Drizzle.";"";"";"";"";"600-1000";"";"";"2.0";"23.9";"";"";"";"";"";"";
"22.08.2016 08:30";"25.4";"732.2";"753.6";"";"85";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"21.8";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"22.7";"";"";"";"";"";"";
"21.08.2016 17:30";"27.8";"730.0";"751.2";"";"74";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"28.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"22.8";"";"";"";"";"";"";
"21.08.2016 08:30";"24.8";"731.0";"752.4";"";"86";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"19.8";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"22.2";"";"";"";"";"";"";
"20.08.2016 17:30";"24.6";"729.6";"751.0";"";"93";"Wind blowing from the south-west";"2";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Drizzle.";"";"25.3";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.4";"";"";"";"";"";"";
"20.08.2016 08:30";"24.0";"730.1";"751.6";"";"90";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"20.5";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"22.2";"";"";"";"";"";"";
"19.08.2016 17:30";"27.2";"729.9";"751.1";"";"70";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"21.2";"";"";"";"";"";"";
"19.08.2016 08:30";"26.4";"731.3";"752.6";"";"78";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";" ";"";"";"21.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"18.08.2016 17:30";"32.4";"729.0";"749.8";"";"55";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"33.0";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"18.08.2016 08:30";"25.8";"732.5";"753.9";"";"84";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"21.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"17.08.2016 17:30";"31.8";"729.1";"750.0";"";"60";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"32.2";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"23.1";"";"";"";"";"";"";
"17.08.2016 08:30";"25.4";"732.5";"753.9";"";"87";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"21.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"16.08.2016 17:30";"29.8";"730.3";"751.3";"";"68";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"30.8";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"23.3";"";"";"";"";"";"";
"16.08.2016 08:30";"25.8";"732.0";"753.4";"";"86";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"21.8";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"15.08.2016 17:30";"29.6";"730.2";"751.3";"";"69";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"30.5";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2000-2500";"Altocumulus translucidus at a single level.";"";"60.0";"23.2";"";"";"";"";"";"";
"15.08.2016 08:30";"26.0";"732.2";"753.6";"";"86";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"21.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"14.08.2016 17:30";"29.6";"731.1";"752.2";"";"74";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"30.5";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"24.5";"";"";"";"";"";"";
"14.08.2016 08:30";"26.0";"732.6";"754.0";"";"86";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"22.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"23.4";"";"";"";"";"";"";
"13.08.2016 17:30";"29.0";"730.8";"751.9";"";"74";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"29.9";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"23.8";"";"";"";"";"";"";
"13.08.2016 08:30";"26.2";"733.2";"754.6";"";"87";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"22.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"23.9";"";"";"";"";"";"";
"12.08.2016 17:30";"27.4";"732.4";"753.7";"";"81";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"29.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"23.9";"";"";"";"";"";"";
"12.08.2016 08:30";"26.0";"733.0";"754.4";"";"87";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"21.4";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"23.7";"";"";"";"";"";"";
"11.08.2016 17:30";"26.2";"732.1";"753.5";"";"92";"Wind blowing from the north-west";"1";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"";"26.5";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"600-1000";"Altocumulus translucidus at a single level.";"";"2.0";"24.8";"";"";"";"";"";"";
"11.08.2016 08:30";"26.0";"733.0";"754.4";"";"87";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"22.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"23.7";"";"";"";"";"";"";
"10.08.2016 17:30";"27.8";"730.0";"751.2";"";"77";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"29.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.4";"";"";"";"";"";"";
"10.08.2016 08:30";"26.0";"732.4";"753.8";"";"86";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"21.9";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"23.4";"";"";"";"";"";"";
"09.08.2016 17:30";"29.0";"729.2";"750.3";"";"72";"Wind blowing from the south-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"29.5";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"09.08.2016 08:30";"26.4";"730.1";"751.4";"";"83";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"21.8";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"23.2";"";"";"";"";"";"";
"08.08.2016 17:30";"27.0";"730.1";"751.3";"";"80";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"27.3";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"23.2";"";"";"";"";"";"";
"08.08.2016 08:30";"24.6";"731.0";"752.4";"";"93";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.6";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"07.08.2016 17:30";"26.8";"728.7";"749.9";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"27.0";"";"";"600-1000";"";"";"2.0";"24.3";"";"";"";"";"";"";
"07.08.2016 08:30";"23.1";"730.0";"751.5";"";"";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"20.8";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"";"";"";"";"";"";"";
"06.08.2016 17:30";"25.8";"728.5";"749.8";"";"93";"Wind blowing from the west";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Drizzle.";"Drizzle.";"";"25.3";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"";"1.0";"24.6";"";"";"";"";"";"";
"06.08.2016 08:30";"26.6";"729.3";"750.5";"";"95";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"22.8";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"25.7";"";"";"";"";"";"";
"05.08.2016 17:30";"28.4";"726.9";"748.0";"";"89";"Wind blowing from the west";"1";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"";"29.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"";"2.0";"26.4";"";"";"";"";"";"";
"05.08.2016 08:30";"26.6";"728.9";"750.1";"";"84";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"21.8";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"23.7";"";"";"";"";"";"";
"04.08.2016 17:30";"33.2";"727.9";"748.6";"";"53";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"29.1";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"";"4.0";"22.4";"";"";"";"";"";"";
