# Weather station Sidhi, India, WMO_ID=42577,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42577&lang=en
#
"Local time in Sidhi";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.11.2017 17:30";"27.4";"735.6";"758.2";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"10.11.2017 11:30";"16.6";"736.6";"760.1";"";"77";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.4";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"10.11.2017 08:30";"16.6";"736.6";"760.1";"";"77";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.4";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"09.11.2017 17:30";"28.2";"735.0";"757.5";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.6";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"09.11.2017 08:30";"15.6";"737.6";"761.2";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.8";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"08.11.2017 17:30";"27.6";"735.4";"758.0";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"08.11.2017 08:30";"17.8";"738.1";"761.5";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"07.11.2017 17:30";"29.0";"735.5";"758.0";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"07.11.2017 08:30";"19.2";"738.2";"761.5";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"06.11.2017 17:30";"29.8";"736.4";"758.8";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"06.11.2017 08:30";"20.0";"738.8";"762.1";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"05.11.2017 17:30";"29.4";"736.3";"758.8";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"05.11.2017 08:30";"18.4";"738.9";"762.3";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"04.11.2017 17:30";"28.4";"736.3";"758.8";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.2";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"04.11.2017 08:30";"18.4";"737.9";"761.3";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"03.11.2017 17:30";"28.0";"734.9";"757.4";"";"41";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"29.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.6";"";"";"";"";"";"";
"03.11.2017 08:30";"18.6";"738.1";"761.5";"";"87";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"18.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.3";"";"";"";"";"";"";
"02.11.2017 17:30";"28.0";"735.7";"758.2";"";"46";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"29.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.3";"";"";"";"";"";"";
"02.11.2017 08:30";"18.8";"738.6";"762.0";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.6";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"01.11.2017 17:30";"29.0";"735.5";"758.0";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"12.7";"";"";"";"";"";"";
"01.11.2017 08:30";"19.4";"737.9";"761.2";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"31.10.2017 17:30";"29.4";"735.5";"757.9";"";"37";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"30.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.3";"";"";"";"";"";"";
"30.10.2017 17:30";"28.2";"735.4";"757.9";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"30.10.2017 08:30";"19.4";"738.5";"761.8";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"29.10.2017 08:30";"19.0";"737.7";"761.0";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"28.10.2017 17:30";"30.2";"734.7";"757.0";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"28.10.2017 08:30";"20.0";"736.2";"759.4";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"27.10.2017 17:30";"30.6";"734.5";"756.8";"";"38";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"14.6";"";"";"";"";"";"";
"27.10.2017 08:30";"21.2";"736.3";"759.4";"";"72";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"19.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"15.9";"";"";"";"";"";"";
"26.10.2017 17:30";"31.2";"736.2";"758.5";"";"37";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.0";"";"";"";"";"";"";
"26.10.2017 08:30";"19.6";"736.2";"759.4";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"25.10.2017 17:30";"30.8";"735.3";"757.6";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"25.10.2017 08:30";"19.6";"736.2";"759.4";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"24.10.2017 17:30";"32.4";"733.0";"755.1";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"24.10.2017 08:30";"21.0";"";"758.4";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.2";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"23.10.2017 17:30";"33.0";"";"753.7";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"23.10.2017 08:30";"22.0";"";"756.1";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"22.10.2017 17:30";"31.8";"";"752.8";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"22.10.2017 08:30";"23.0";"";"754.9";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"21.10.2017 17:30";"31.0";"";"752.8";"";"54";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"20.5";"";"";"";"";"";"";
"21.10.2017 08:30";"25.0";"";"755.6";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"22.0";"";"";"";"";"";"";
"20.10.2017 08:30";"25.4";"";"755.0";"";"91";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"19.10.2017 17:30";"28.8";"";"752.3";"";"74";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.6";"";"";"";"";"";"";
"19.10.2017 08:30";"24.4";"";"755.1";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"21.4";"";"";"";"";"";"";
"18.10.2017 17:30";"30.2";"";"752.9";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"18.10.2017 08:30";"21.0";"";"756.1";"";"77";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"19.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.7";"";"";"";"";"";"";
"17.10.2017 17:30";"31.6";"";"752.8";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"17.10.2017 08:30";"20.0";"733.3";"756.4";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"12.10.2017 08:30";"25.2";"733.2";"755.9";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"11.10.2017 17:30";"30.6";"730.6";"752.8";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.4";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"11.10.2017 08:30";"25.6";"732.9";"755.5";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"10.10.2017 08:30";"25.2";"732.9";"755.6";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"09.10.2017 17:30";"31.6";"730.4";"752.5";"";"60";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"09.10.2017 08:30";"25.2";"732.8";"755.5";"";"91";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"08.10.2017 17:30";"27.0";"730.5";"753.0";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.0";"";"";"";"";"";"";
"08.10.2017 08:30";"26.6";"732.9";"755.5";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"07.10.2017 17:30";"30.8";"730.6";"752.8";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.4";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"07.10.2017 08:30";"26.4";"733.6";"756.2";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"06.10.2017 17:30";"32.6";"730.5";"752.5";"";"59";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"06.10.2017 08:30";"27.4";"733.6";"756.1";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"05.10.2017 17:30";"31.2";"730.9";"753.1";"";"66";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"05.10.2017 08:30";"26.0";"732.9";"755.5";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"04.10.2017 17:30";"31.8";"731.3";"753.4";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"04.10.2017 08:30";"25.0";"732.1";"754.8";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"23.2";"";"";"";"";"";"";
"03.10.2017 08:30";"26.0";"732.1";"754.7";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"02.10.2017 17:30";"32.2";"730.5";"752.6";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"02.10.2017 08:30";"26.0";"732.0";"754.6";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"01.10.2017 17:30";"32.0";"730.6";"752.7";"";"55";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"01.10.2017 08:30";"26.8";"732.1";"754.6";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"23.6";"";"";"";"";"";"";
"30.09.2017 08:30";"26.0";"732.2";"754.8";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"29.09.2017 08:30";"30.2";"731.6";"753.8";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"28.09.2017 08:30";"26.0";"732.0";"754.6";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"27.09.2017 08:30";"26.2";"732.0";"754.6";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"26.09.2017 17:30";"31.2";"728.4";"750.5";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.4";"";"";"";"";"";"4.0";"22.1";"";"";"";"";"";"";
"26.09.2017 08:30";"25.4";"732.2";"754.8";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"25.09.2017 17:30";"30.2";"729.9";"752.1";"";"64";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"32.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"25.09.2017 08:30";"25.4";"732.3";"754.9";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"24.09.2017 17:30";"32.4";"730.5";"752.6";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"24.09.2017 08:30";"26.6";"732.4";"754.9";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"23.09.2017 17:30";"31.2";"731.3";"753.5";"";"67";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"31.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"23.09.2017 08:30";"25.2";"732.3";"754.9";"";"82";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"22.09.2017 17:30";"29.2";"728.5";"750.7";"";"75";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"22.09.2017 08:30";"26.4";"730.0";"752.5";"";"89";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"21.09.2017 17:30";"28.4";"726.9";"749.1";"";"79";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"29.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.4";"";"";"";"";"";"";
"21.09.2017 08:30";"26.2";"728.4";"750.9";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.1";"";"";"";"";"";"";
"20.09.2017 17:30";"28.4";"726.9";"749.1";"";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"31.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.6";"";"";"";"";"";"";
"20.09.2017 08:30";"26.4";"728.4";"750.8";"";"54";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"16.4";"";"";"";"";"";"";
"19.09.2017 17:30";"26.6";"727.6";"750.0";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"33.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.5";"";"";"";"";"";"";
"19.09.2017 08:30";"26.6";"729.7";"752.2";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.6";"";"";"";"";"";"";
"18.09.2017 17:30";"30.4";"728.4";"750.5";"";"76";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.6";"";"";"";"";"";"";
"18.09.2017 08:30";"28.4";"730.5";"752.8";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"25.9";"";"";"";"";"";"";
"17.09.2017 17:30";"33.6";"728.2";"750.1";"";"59";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"35.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"17.09.2017 08:30";"28.6";"731.9";"754.3";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"16.09.2017 08:30";"28.2";"731.3";"753.7";"";"86";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"25.7";"";"";"";"";"";"";
"15.09.2017 17:30";"31.6";"728.9";"751.0";"";"66";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"15.09.2017 08:30";"27.0";"731.8";"754.3";"";"87";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"25.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"14.09.2017 17:30";"32.8";"729.8";"751.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"14.09.2017 08:30";"27.0";"733.4";"755.9";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"13.09.2017 17:30";"29.0";"730.5";"752.8";"";"72";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"13.09.2017 08:30";"27.0";"736.5";"759.1";"";"89";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.0";"";"";"";"";"";"";
"12.09.2017 17:30";"33.0";"731.7";"753.7";"";"56";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"34.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"23.2";"";"";"";"";"";"";
"12.09.2017 08:30";"26.2";"734.9";"757.6";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.4";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"11.09.2017 08:30";"27.4";"734.9";"757.5";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"24.2";"";"";"";"";"";"";
"10.09.2017 17:30";"32.2";"730.5";"752.6";"";"57";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"35.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"";"4.0";"22.6";"";"";"";"";"";"";
"10.09.2017 08:30";"28.4";"731.9";"754.3";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"09.09.2017 17:30";"32.2";"730.4";"752.5";"";"66";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"33.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.1";"";"";"";"";"";"";
