# Weather station Rewa, India, WMO_ID=42574,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42574&lang=en
#
"Local time in Rewa";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.11.2017 08:30";"9.0";"";"";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.5";"";"";"";"";"";"";"4.0";"6.9";"";"";"";"";"";"";
"23.11.2017 17:30";"23.0";"";"";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.4";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"23.11.2017 08:30";"13.0";"";"";"";"66";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.0";"";"";"";"";"";"";"4.0";"6.8";"";"";"";"";"";"";
"22.11.2017 17:30";"23.6";"";"";"";"55";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.8";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"22.11.2017 08:30";"17.0";"";"";"";"70";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.0";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"21.11.2017 17:30";"23.4";"";"";"";"57";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.2";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"21.11.2017 08:30";"18.0";"";"";"";"62";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.2";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"20.11.2017 17:30";"25.6";"";"";"";"58";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"28.8";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"20.11.2017 08:30";"19.0";"";"";"";"72";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.5";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"19.11.2017 17:30";"24.6";"";"";"";"52";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"29.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.1";"";"";"";"";"";"";
"19.11.2017 08:30";"21.2";"";"";"";"72";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.9";"";"";"";"";"";"";
"18.11.2017 17:30";"27.0";"";"";"";"52";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.5";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"18.11.2017 08:30";"22.0";"";"";"";"77";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.8";"";"";"";"";"";"";
"17.11.2017 17:30";"26.8";"";"";"";"51";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.0";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"17.11.2017 08:30";"21.0";"";"";"";"77";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.7";"";"";"";"";"";"";
"16.11.2017 17:30";"26.6";"";"";"";"47";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.2";"";"";"";"";"";"";
"16.11.2017 08:30";"23.0";"";"";"";"67";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.5";"";"";"";"";"";"";
"15.11.2017 17:30";"26.0";"";"";"";"49";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.3";"";"";"";"";"";"";
"15.11.2017 08:30";"20.0";"";"";"";"64";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.4";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"14.11.2017 17:30";"27.4";"";"";"";"51";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.5";"";"";"";"";"";"";
"14.11.2017 08:30";"19.0";"";"";"";"70";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.2";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"13.11.2017 17:30";"25.6";"";"";"";"51";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.6";"";"";"";"";"";"";
"13.11.2017 08:30";"19.0";"";"";"";"72";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.0";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"12.11.2017 17:30";"27.4";"";"";"";"50";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.2";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"12.11.2017 08:30";"19.0";"";"";"";"63";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.6";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"11.11.2017 17:30";"26.4";"";"";"";"46";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"29.8";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"11.11.2017 08:30";"19.4";"";"";"";"69";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.2";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"10.11.2017 17:30";"26.6";"";"";"";"53";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.2";"";"";"";"";"";"";
"10.11.2017 11:30";"19.0";"";"";"";"72";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.5";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"10.11.2017 08:30";"19.0";"";"";"";"72";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.5";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"09.11.2017 17:30";"26.6";"";"";"";"52";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"31.0";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"09.11.2017 08:30";"19.0";"";"";"";"63";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.5";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"08.11.2017 17:30";"25.0";"";"";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.8";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"08.11.2017 08:30";"20.0";"";"";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"07.11.2017 17:30";"27.0";"";"";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.2";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"07.11.2017 08:30";"22.0";"";"";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"06.11.2017 17:30";"28.0";"";"";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"06.11.2017 08:30";"17.6";"";"";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"05.11.2017 17:30";"28.4";"";"";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"05.11.2017 08:30";"20.6";"";"";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"16.7";"";"";"";"";"";"";
"04.11.2017 17:30";"28.0";"";"";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"04.11.2017 08:30";"24.0";"";"";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"03.11.2017 08:30";"20.0";"";"";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"02.11.2017 17:30";"27.4";"";"";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"02.11.2017 08:30";"20.0";"";"";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"01.11.2017 17:30";"27.6";"";"";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.6";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"01.11.2017 08:30";"22.6";"";"";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"31.10.2017 17:30";"27.6";"";"";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"31.10.2017 08:30";"21.2";"";"";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"30.10.2017 17:30";"27.4";"";"";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.4";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"30.10.2017 08:30";"20.8";"";"";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"29.10.2017 17:30";"28.2";"";"";"";"44";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.7";"";"";"";"";"";"";
"29.10.2017 08:30";"22.0";"";"";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"28.10.2017 08:30";"23.0";"";"";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"27.10.2017 17:30";"28.6";"";"";"";"42";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.4";"";"";"";"";"";"";
"27.10.2017 08:30";"22.6";"";"";"";"59";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"15.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.1";"";"";"";"";"";"";
"26.10.2017 17:30";"29.4";"";"";"";"42";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"34.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.0";"";"";"";"";"";"";
"26.10.2017 08:30";"22.0";"";"";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.6";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"25.10.2017 17:30";"32.0";"";"";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"25.10.2017 08:30";"22.6";"";"";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"24.10.2017 17:30";"31.4";"";"";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"24.10.2017 08:30";"24.8";"";"";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"23.10.2017 17:30";"33.0";"";"";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"23.10.2017 08:30";"24.8";"";"";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"16.3";"";"";"";"";"";"";
"22.10.2017 17:30";"32.0";"";"";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"22.10.2017 08:30";"27.0";"";"";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"21.10.2017 17:30";"31.0";"";"";"";"54";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.5";"";"";"";"";"";"";
"21.10.2017 08:30";"28.0";"";"";"";"70";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"20.10.2017 17:30";"30.4";"";"";"";"56";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.8";"";"";"";"";"";"";
"20.10.2017 08:30";"29.0";"";"";"";"64";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.6";"";"";"";"";"";"";
"19.10.2017 17:30";"30.2";"";"";"";"64";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"19.10.2017 08:30";"25.8";"";"";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.6";"";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"18.10.2017 08:30";"24.0";"";"";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"17.10.2017 17:30";"32.0";"";"";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"17.10.2017 08:30";"27.0";"";"";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"16.10.2017 17:30";"32.4";"";"";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"16.10.2017 08:30";"22.2";"";"";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"15.10.2017 17:30";"34.2";"";"";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
