# Weather station Santiniketan, India, WMO_ID=42708,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42708&lang=en
#
"Local time in Santiniketan";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.12.2017 14:30";"22.6";"753.1";"758.2";"-1.7";"91";"Wind blowing from the north-northeast";"3";"";"";"100%.";"Haze. ";"Rain.";"Rain.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"2.0";"21.1";"";"";"";"";"";"";
"10.12.2017 11:30";"22.2";"754.8";"760.0";"-0.6";"91";"Wind blowing from the north-east";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"20.7";"";"";"";"";"";"";
"10.12.2017 08:30";"21.4";"755.4";"760.6";"";"91";"Wind blowing from the north-east";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"18.4";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"2.0";"19.8";"";"";"";"";"";"";
"09.12.2017 17:30";"19.0";"753.8";"759.0";"";"91";"Wind blowing from the north-east";"2";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"22.5";"Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"1.0";"17.4";"";"";"";"";"";"";
"09.12.2017 11:30";"22.4";"755.1";"760.3";"-0.8";"78";"Wind blowing from the north-east";"1";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"18.3";"";"";"";"";"";"";
"09.12.2017 08:30";"20.4";"755.9";"761.1";"";"80";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"18.0";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"16.8";"";"";"";"";"";"";
"08.12.2017 17:30";"22.2";"754.0";"759.2";"-0.3";"87";"Calm, no wind";"0";"";"";"100%.";"Haze. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"25.0";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"2.0";"20.0";"";"";"";"";"";"";
"08.12.2017 14:30";"24.6";"754.3";"759.4";"-1.5";"74";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"19.6";"";"";"";"";"";"";
"08.12.2017 11:30";"23.8";"755.8";"760.9";"-0.5";"61";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Rain, not freezing, intermittent, slight at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.9";"";"";"";"";"";"";
"08.12.2017 08:30";"19.2";"756.3";"761.5";"";"79";"Wind blowing from the north";"1";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"16.4";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"15.5";"";"";"";"";"";"";
"07.12.2017 17:30";"22.4";"753.9";"759.1";"0.4";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.1";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"07.12.2017 14:30";"28.0";"753.5";"758.6";"-0.8";"49";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.4";"";"";"";"";"";"";
"07.12.2017 11:30";"26.8";"754.3";"759.4";"-1.1";"49";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.3";"";"";"";"";"";"";
"07.12.2017 08:30";"17.2";"755.4";"760.7";"";"84";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.5";"";"";"";"";"";"";"2.0";"14.4";"";"";"";"";"";"";
"06.12.2017 20:30";"21.6";"753.3";"758.5";"";"74";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"28.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.7";"";"";"";"";"";"";
"06.12.2017 17:30";"21.6";"753.3";"758.5";"0.3";"74";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"28.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.7";"";"";"";"";"";"";
"06.12.2017 14:30";"27.4";"753.0";"758.1";"-1.9";"43";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.6";"";"";"";"";"";"";
"06.12.2017 11:30";"26.2";"754.9";"760.0";"-1.0";"47";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.1";"";"";"";"";"";"";
"06.12.2017 08:30";"17.0";"755.9";"761.2";"";"80";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.5";"";"";"";"";"";"";
"05.12.2017 17:30";"20.4";"753.3";"758.5";"-0.1";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"05.12.2017 14:30";"27.4";"753.4";"758.5";"-2.5";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.4";"";"";"";"";"";"";
"05.12.2017 11:30";"26.0";"755.9";"761.0";"-1.0";"37";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"05.12.2017 08:30";"17.2";"756.9";"762.2";"";"74";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.5";"";"";"";"";"";"";"2.0";"12.5";"";"";"";"";"";"";
"04.12.2017 17:30";"20.6";"753.4";"758.6";"-0.1";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"04.12.2017 14:30";"27.8";"753.5";"758.6";"-2.2";"34";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"04.12.2017 11:30";"25.6";"755.7";"760.8";"-1.4";"47";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.4";"";"";"";"";"";"";
"04.12.2017 08:30";"16.6";"757.1";"762.4";"";"76";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.8";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"03.12.2017 17:30";"20.8";"754.8";"760.0";"0.5";"73";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"03.12.2017 14:30";"28.2";"754.3";"759.4";"-3.0";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"03.12.2017 11:30";"26.2";"757.3";"762.4";"-0.6";"46";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.7";"";"";"";"";"";"";
"03.12.2017 08:30";"18.6";"757.9";"763.2";"";"81";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"12.7";"";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"02.12.2017 17:30";"21.6";"755.3";"760.5";"0.4";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"02.12.2017 14:30";"27.4";"754.9";"760.0";"-2.4";"45";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.5";"";"";"";"";"";"";
"02.12.2017 11:30";"26.4";"757.3";"762.4";"-1.0";"49";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"02.12.2017 08:30";"18.4";"758.3";"763.6";"";"73";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.4";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"01.12.2017 17:30";"22.0";"754.1";"759.3";"0.1";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.1";"";"";"";"";"";"4.0";"17.1";"";"";"";"";"";"";
"01.12.2017 14:30";"27.6";"754.0";"759.1";"-2.1";"42";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.5";"";"";"";"";"";"";
"01.12.2017 11:30";"26.0";"756.1";"761.2";"-1.2";"49";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"01.12.2017 08:30";"16.4";"757.3";"762.6";"";"79";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.4";"";"";"";"";"";"";"2.0";"12.8";"";"";"";"";"";"";
"30.11.2017 17:30";"20.8";"754.2";"759.4";"-0.1";"71";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.1";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"30.11.2017 14:30";"27.0";"754.3";"759.4";"-2.1";"31";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.2";"";"";"";"";"";"";
"30.11.2017 11:30";"25.6";"756.4";"761.5";"-1.4";"43";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.0";"";"";"";"";"";"";
"30.11.2017 08:30";"16.6";"757.8";"763.1";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"10.9";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"29.11.2017 17:30";"20.2";"755.4";"760.6";"0.2";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"29.11.2017 14:30";"27.2";"755.2";"760.3";"-1.8";"34";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"29.11.2017 11:30";"25.4";"757.0";"762.1";"-1.6";"41";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.3";"";"";"";"";"";"";
"29.11.2017 08:30";"16.8";"758.6";"763.9";"";"76";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"11.3";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"28.11.2017 17:30";"20.4";"754.2";"759.4";"0.4";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"28.11.2017 14:30";"28.4";"753.8";"758.9";"-1.7";"31";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"28.11.2017 11:30";"27.0";"755.5";"760.6";"-1.2";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"28.11.2017 08:30";"17.6";"756.7";"762.0";"";"75";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"12.4";"";"";"";"";"";"";"2.0";"13.0";"";"";"";"";"";"";
"27.11.2017 17:30";"20.6";"753.3";"758.5";"-0.1";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.7";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"27.11.2017 14:30";"27.6";"753.4";"758.5";"-2.1";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"27.11.2017 11:30";"27.0";"755.5";"760.6";"-1.6";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"27.11.2017 08:30";"17.2";"757.1";"762.4";"";"78";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"13.0";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"26.11.2017 17:30";"22.0";"754.8";"760.0";"-0.1";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"26.11.2017 14:30";"27.2";"754.9";"760.0";"-2.1";"34";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"26.11.2017 11:30";"25.8";"757.0";"762.1";"-1.6";"41";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"26.11.2017 08:30";"17.6";"758.6";"763.9";"";"75";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"11.7";"";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"25.11.2017 17:30";"20.6";"755.1";"760.3";"0.2";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"25.11.2017 14:30";"27.0";"754.9";"760.0";"-1.9";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"25.11.2017 11:30";"25.4";"756.8";"761.9";"-1.2";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"25.11.2017 08:30";"16.8";"758.0";"763.3";"";"78";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"10.7";"";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"24.11.2017 17:30";"20.8";"753.9";"759.1";"0.4";"65";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.2";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"24.11.2017 14:30";"27.6";"753.5";"758.6";"-1.9";"30";"Wind blowing from the west-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"8.6";"";"";"";"";"";"";
"24.11.2017 11:30";"26.0";"755.4";"760.5";"-1.4";"40";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.2";"";"";"";"";"";"";
"24.11.2017 08:30";"17.4";"756.8";"762.1";"";"75";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"10.9";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"23.11.2017 17:30";"20.2";"752.7";"757.9";"0.4";"71";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"23.11.2017 14:30";"28.2";"752.3";"757.3";"-2.0";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.1";"";"";"";"";"";"";
"23.11.2017 11:30";"25.6";"754.3";"759.4";"-1.2";"38";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.2";"";"";"";"";"";"";
"23.11.2017 08:30";"16.0";"755.5";"760.8";"";"77";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"22.11.2017 17:30";"21.8";"752.5";"757.7";"0.4";"68";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"28.1";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"22.11.2017 14:30";"28.0";"752.1";"757.2";"-2.0";"32";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"22.11.2017 11:30";"24.6";"754.1";"759.2";"-1.6";"53";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"22.11.2017 08:30";"18.2";"755.7";"760.9";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"11.6";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"21.11.2017 17:30";"22.0";"753.8";"759.0";"0.5";"57";"Wind blowing from the north";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"30.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.0";"";"";"";"";"";"";
"21.11.2017 14:30";"30.2";"753.3";"758.3";"-1.9";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"21.11.2017 11:30";"28.6";"755.2";"760.3";"-1.4";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"21.11.2017 08:30";"22.4";"756.6";"761.8";"";"68";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"16.1";"";"";"";"";"";"";
"20.11.2017 17:30";"25.2";"753.3";"758.4";"-0.1";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.3";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"20.11.2017 14:30";"31.0";"753.4";"758.4";"-2.0";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
"20.11.2017 11:30";"29.8";"755.4";"760.4";"-1.4";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.8";"";"";"";"";"";"";
