# Weather station Madurai, India, WMO_ID=43359,selection from 08.04.2016 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43359&lang=en
#
"Local time in Madurai";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.11.2017 08:30";"28.0";"749.9";"761.0";"";"65";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"24.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.8";"";"";"";"";"";"";
"23.11.2017 17:30";"32.0";"746.0";"757.0";"";"66";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"";"33.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.9";"";"";"";"";"";"";
"23.11.2017 08:30";"30.0";"748.0";"759.1";"";"78";"Wind blowing from the north";"3";"";"";"50%.";" ";"";"";"24.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.8";"";"";"";"";"";"";
"22.11.2017 17:30";"30.0";"745.8";"756.8";"";"78";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.8";"";"";"";"";"";"";
"22.11.2017 08:30";"28.0";"748.6";"759.7";"";"65";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"24.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.8";"";"";"";"";"";"";
"21.11.2017 17:30";"29.0";"745.9";"757.0";"";"78";"Wind blowing from the south";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.7";"";"";"";"";"";"";
"21.11.2017 08:30";"30.0";"749.5";"760.6";"";"72";"Wind blowing from the north";"2";"";"";"50%.";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.3";"";"";"";"";"";"";
"20.11.2017 17:30";"34.0";"745.9";"756.7";"";"51";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"36.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.4";"";"";"";"";"";"";
"20.11.2017 08:30";"31.0";"749.7";"760.7";"";"66";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.8";"";"";"";"";"";"";
"18.11.2017 17:30";"33.0";"745.8";"756.7";"";"56";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"35.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.2";"";"";"";"";"";"";
"18.11.2017 08:30";"30.0";"748.9";"760.0";"";"72";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.3";"";"";"";"";"";"";
"17.11.2017 17:30";"32.0";"745.9";"756.9";"";"66";"Wind blowing from the south";"3";"";"";"50%.";" ";"";"";"";"34.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.9";"";"";"";"";"";"";
"17.11.2017 08:30";"28.0";"748.3";"759.4";"";"65";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.8";"";"";"";"";"";"";
"16.11.2017 17:30";"30.0";"746.2";"757.2";"";"78";"Wind blowing from the east";"3";"";"";"50%.";" ";"";"";"";"33.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.8";"";"";"";"";"";"";
"16.11.2017 08:30";"27.0";"747.5";"758.7";"";"94";"Wind blowing from the south";"3";"";"";"50%.";" ";"";"";"24.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.9";"";"";"";"";"";"";
"15.11.2017 17:30";"29.0";"746.0";"757.0";"";"78";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"";"31.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.7";"";"";"";"";"";"";
"15.11.2017 08:30";"28.0";"747.7";"758.8";"";"65";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"24.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.8";"";"";"";"";"";"";
"14.11.2017 08:30";"27.0";"745.9";"757.0";"";"94";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"24.2";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.9";"";"";"";"";"";"";
"13.11.2017 17:30";"28.0";"746.1";"757.1";"";"92";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.6";"";"";"";"";"";"";
"13.11.2017 08:30";"27.0";"746.8";"758.0";"";"92";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.6";"";"";"";"";"";"";
"12.11.2017 17:30";"29.0";"746.0";"757.0";"";"78";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.7";"";"";"";"";"";"";
"12.11.2017 08:30";"28.0";"747.5";"758.6";"";"65";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"24.2";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.8";"";"";"";"";"";"";
"11.11.2017 17:30";"30.0";"746.2";"757.2";"";"78";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"33.5";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.8";"";"";"";"";"";"";
"11.11.2017 08:30";"27.0";"748.3";"759.5";"";"94";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"24.4";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.9";"";"";"";"";"";"";
"10.11.2017 17:30";"31.0";"746.1";"757.0";"";"61";"Wind blowing from the south";"3";"";"";"50%.";" ";"";"";"";"33.6";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.5";"";"";"";"";"";"";
"10.11.2017 08:30";"28.0";"748.5";"759.6";"";"65";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"24.2";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.8";"";"";"";"";"";"";
"09.11.2017 17:30";"30.0";"745.9";"757.0";"";"78";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"33.8";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.8";"";"";"";"";"";"";
"09.11.2017 08:30";"27.0";"749.2";"760.4";"";"94";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"24.2";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.9";"";"";"";"";"";"";
"08.11.2017 17:30";"29.0";"745.9";"756.8";"";"78";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"";"32.6";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.7";"";"";"";"";"";"";
"07.11.2017 17:30";"28.0";"745.9";"757.0";"";"78";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.7";"";"";"";"";"";"";
"07.11.2017 08:30";"27.0";"748.9";"760.1";"";"94";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"24.2";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.9";"";"";"";"";"";"";
"06.11.2017 17:30";"27.0";"746.0";"757.1";"";"92";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.6";"";"";"";"";"";"";
"06.11.2017 08:30";"28.0";"749.2";"760.3";"";"65";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"24.2";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.8";"";"";"";"";"";"";
"05.11.2017 17:30";"29.0";"745.4";"756.4";"";"85";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"31.4";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.2";"";"";"";"";"";"";
"05.11.2017 08:30";"27.0";"748.3";"759.4";"";"94";"Wind blowing from the south";"3";"";"";"50%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.9";"";"";"";"";"";"";
"04.11.2017 17:30";"28.0";"745.3";"756.4";"";"78";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"";"31.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.7";"";"";"";"";"";"";
"04.11.2017 08:30";"26.0";"748.4";"759.6";"";"98";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"22.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.7";"";"";"";"";"";"";
"03.11.2017 17:30";"31.0";"745.3";"756.3";"";"61";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"";"35.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.5";"";"";"";"";"";"";
"03.11.2017 08:30";"28.0";"748.2";"759.3";"";"65";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"24.2";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.8";"";"";"";"";"";"";
"02.11.2017 17:30";"30.0";"745.2";"756.2";"";"78";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"35.2";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.8";"";"";"";"";"";"";
"02.11.2017 08:30";"27.0";"749.0";"760.2";"";"94";"Wind blowing from the south";"3";"";"";"50%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.9";"";"";"";"";"";"";
"01.11.2017 17:30";"31.0";"745.4";"756.4";"";"61";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"";"35.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.5";"";"";"";"";"";"";
"01.11.2017 08:30";"28.0";"748.9";"760.0";"";"65";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"24.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.8";"";"";"";"";"";"";
"31.10.2017 17:30";"30.0";"745.3";"756.3";"";"78";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"35.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.8";"";"";"";"";"";"";
"31.10.2017 08:30";"27.0";"749.2";"760.3";"";"94";"Wind blowing from the south";"3";"";"";"50%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.9";"";"";"";"";"";"";
"30.10.2017 17:30";"31.0";"745.1";"756.1";"";"61";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"";"35.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.5";"";"";"";"";"";"";
"30.10.2017 08:30";"28.0";"749.1";"760.2";"";"65";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"24.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.8";"";"";"";"";"";"";
"29.10.2017 17:30";"30.0";"745.6";"752.9";"";"78";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"35.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"25.8";"";"";"";"";"";"";
"28.10.2017 08:30";"25.0";"748.7";"760.0";"";"93";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"23.2";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.8";"";"";"";"";"";"";
"27.10.2017 17:30";"29.0";"745.8";"756.8";"";"85";"Wind blowing from the south";"3";"";"";"50%.";" ";"";"";"";"35.2";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.2";"";"";"";"";"";"";
"27.10.2017 08:30";"26.0";"749.8";"761.0";"";"98";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"22.2";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.7";"";"";"";"";"";"";
"26.10.2017 17:30";"31.0";"744.8";"755.8";"";"61";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"";"35.6";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.5";"";"";"";"";"";"";
"26.10.2017 08:30";"26.0";"746.5";"758.3";"";"78";"Wind blowing from the north";"3";"";"";"60%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.2";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.8";"";"";"";"";"";"";
"26.10.2017 05:30";"26.0";"746.5";"758.3";"";"78";"Wind blowing from the north";"3";"";"";"60%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.2";"35.8";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.8";"";"";"";"";"";"";
