# Weather station Thanjavur, India, WMO_ID=43330,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43330&lang=en
#
"Local time in Thanjavur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.08.2017 17:30";"34.0";"746.8";"752.8";"";"57";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"37.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"04.08.2017 08:30";"30.6";"750.4";"756.6";"";"62";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"30.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"03.08.2017 17:30";"34.2";"747.4";"753.4";"";"56";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"03.08.2017 08:30";"29.6";"750.7";"756.9";"";"66";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"29.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"02.08.2017 17:30";"33.0";"747.8";"753.9";"";"60";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"37.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"02.08.2017 08:30";"29.2";"751.5";"757.6";"";"67";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"28.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"01.08.2017 17:30";"32.8";"748.1";"754.2";"";"59";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"37.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"01.08.2017 08:30";"29.2";"751.4";"757.6";"";"67";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"28.6";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"31.07.2017 08:30";"30.6";"751.2";"757.3";"";"62";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"29.6";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"30.07.2017 17:30";"33.0";"747.1";"753.1";"";"60";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"30.07.2017 08:30";"30.6";"751.0";"757.1";"";"62";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"29.6";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"29.07.2017 17:30";"34.0";"746.5";"752.6";"";"57";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"39.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"29.07.2017 08:30";"31.6";"750.9";"757.0";"";"57";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"30.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"28.07.2017 17:30";"34.6";"746.9";"753.0";"";"56";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"40.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.7";"";"";"";"";"";"";
"28.07.2017 08:30";"32.2";"750.4";"756.5";"";"56";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"31.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"27.07.2017 17:30";"34.2";"";"752.6";"";"58";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"27.07.2017 08:30";"32.2";"750.8";"756.9";"";"56";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"31.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"26.07.2017 17:30";"34.2";"746.2";"752.2";"";"57";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"26.07.2017 11:30";"32.2";"750.4";"756.6";"";"56";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"31.0";"40.0";"Stratocumulus cumulogenitus.";"50%.";"";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"22.3";"";"";"";"";"";"";
"26.07.2017 08:30";"32.2";"750.4";"756.6";"";"56";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"31.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"25.07.2017 17:30";"34.2";"746.0";"752.1";"";"57";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"40.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.6";"";"";"";"";"";"";
"25.07.2017 08:30";"31.6";"750.5";"756.7";"";"59";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"30.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"24.07.2017 17:30";"34.0";"746.4";"752.4";"";"57";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"40.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"24.07.2017 08:30";"31.6";"750.9";"757.0";"";"59";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"30.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"22.6";"";"";"";"";"";"";
"23.07.2017 17:30";"34.0";"747.1";"753.2";"";"57";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"40.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"23.07.2017 08:30";"31.6";"750.5";"756.7";"";"59";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"30.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"22.07.2017 17:30";"34.0";"746.7";"752.8";"";"57";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"39.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"22.07.2017 08:30";"31.6";"751.1";"757.3";"";"58";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"30.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"21.07.2017 17:30";"35.4";"746.5";"752.5";"";"53";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"41.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"21.07.2017 08:30";"31.2";"750.7";"756.8";"";"60";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"30.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"20.07.2017 17:30";"34.0";"746.9";"753.0";"";"57";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"39.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"20.07.2017 08:30";"30.6";"750.9";"757.0";"";"63";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"30.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"19.07.2017 17:30";"32.6";"747.5";"753.6";"";"59";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"35.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"19.07.2017 08:30";"31.2";"750.7";"756.8";"";"60";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"23.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"18.07.2017 17:30";"32.6";"747.2";"753.3";"";"61";"Wind blowing from the north-west";"2";"";"";"60%.";" ";"";"";"";"37.0";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"18.07.2017 08:30";"30.6";"751.4";"757.6";"";"63";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"30.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"17.07.2017 17:30";"32.6";"747.4";"753.5";"";"61";"Wind blowing from the north-west";"3";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"17.07.2017 08:30";"31.2";"751.0";"757.1";"";"60";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"23.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"16.07.2017 17:30";"33.6";"747.3";"753.4";"";"58";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"16.07.2017 08:30";"31.2";"751.2";"757.3";"";"60";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"30.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"15.07.2017 17:30";"31.2";"747.8";"753.9";"";"66";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"15.07.2017 08:30";"31.2";"751.0";"756.8";"";"60";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"29.6";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"14.07.2017 17:30";"32.6";"747.7";"753.8";"";"61";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"35.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"14.07.2017 08:30";"30.2";"751.4";"757.6";"";"64";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"29.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"13.07.2017 17:30";"33.6";"748.0";"754.0";"";"58";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"13.07.2017 08:30";"30.2";"751.3";"757.5";"";"64";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"29.6";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"12.07.2017 17:30";"32.6";"747.9";"754.0";"";"61";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"35.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"12.07.2017 08:30";"30.2";"751.2";"757.3";"";"63";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"29.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"11.07.2017 17:30";"35.0";"747.2";"753.3";"";"53";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"39.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"11.07.2017 08:30";"31.2";"750.7";"756.8";"";"58";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"30.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"10.07.2017 17:30";"33.0";"747.5";"753.6";"";"60";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"37.5";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"10.07.2017 08:30";"29.2";"751.1";"757.3";"";"69";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"28.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"09.07.2017 17:30";"33.0";"747.4";"753.4";"";"60";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"37.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"09.07.2017 08:30";"30.2";"750.7";"756.8";"";"64";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"28.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"08.07.2017 17:30";"32.4";"747.5";"753.6";"";"62";"Wind blowing from the south-west";"2";"";"";"60%.";" ";"";"";"";"36.0";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"08.07.2017 08:30";"29.2";"751.1";"757.3";"";"66";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"28.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"07.07.2017 17:30";"32.4";"747.8";"753.9";"";"62";"Wind blowing from the north-west";"2";"";"";"60%.";" ";"";"";"";"36.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"07.07.2017 08:30";"29.6";"750.7";"756.9";"";"67";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"28.2";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"06.07.2017 17:30";"34.0";"747.7";"753.8";"";"57";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"06.07.2017 08:30";"30.6";"751.0";"757.2";"";"60";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"29.6";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"05.07.2017 17:30";"33.0";"747.7";"753.7";"";"60";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"05.07.2017 08:30";"29.6";"751.2";"757.3";"";"64";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"28.6";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"04.07.2017 17:30";"33.6";"747.2";"753.3";"";"59";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"39.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.4";"";"";"";"";"";"";
"04.07.2017 08:30";"31.2";"750.4";"756.6";"";"60";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"30.4";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"03.07.2017 17:30";"33.6";"747.3";"753.4";"";"58";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"39.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"03.07.2017 08:30";"30.6";"750.8";"757.0";"";"62";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"30.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"02.07.2017 17:30";"33.2";"747.2";"753.3";"";"59";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"37.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.1";"";"";"";"";"";"";
"02.07.2017 08:30";"30.2";"751.0";"757.2";"";"60";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"29.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.6";"";"";"";"";"";"";
"01.07.2017 17:30";"33.4";"747.4";"753.5";"";"59";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.2";"";"";"";"";"";"";
"01.07.2017 08:30";"31.2";"750.7";"756.8";"";"57";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"30.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"30.06.2017 08:30";"31.2";"751.0";"757.1";"";"57";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"30.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"29.06.2017 17:30";"34.2";"747.4";"753.5";"";"56";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"29.06.2017 08:30";"30.6";"750.7";"756.8";"";"59";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"30.0";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.7";"";"";"";"";"";"";
