# Weather station Ahmednagar, India, WMO_ID=43009,selection from 03.08.2014 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43009&lang=en
#
"Local time in Ahmednagar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.01.2017 17:30";"29.8";"";"758.8";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.9";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"28.01.2017 08:30";"15.0";"";"765.4";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"27.01.2017 17:30";"28.0";"";"759.6";"";"39";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"27.01.2017 08:30";"19.4";"";"765.8";"";"60";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"25.01.2017 08:30";"15.8";"";"766.2";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.7";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"24.01.2017 08:30";"15.8";"";"765.0";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.2";"";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"23.01.2017 08:30";"16.4";"";"765.7";"";"82";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"21.01.2017 08:30";"14.8";"";"766.0";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"20.01.2017 08:30";"14.6";"";"766.6";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"19.01.2017 08:30";"14.6";"";"765.7";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.0";"";"";"";"";"";"";"4.0";"10.2";"";"";"";"";"";"";
"17.01.2017 08:30";"17.0";"";"764.5";"";"84";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"14.8";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"14.3";"";"";"";"";"";"";
"16.01.2017 08:30";"16.8";"";"763.9";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"13.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"14.5";"";"";"";"";"";"";
"14.01.2017 08:30";"15.6";"";"762.6";"";"69";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"12.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"9.8";"";"";"";"";"";"";
"13.01.2017 08:30";"13.0";"";"762.8";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"12.01.2017 17:30";"24.8";"";"759.1";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"6.3";"";"";"";"";"";"";
"12.01.2017 08:30";"9.8";"";"763.0";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.8";"";"";"";"";"";"";"4.0";"6.6";"";"";"";"";"";"";
"11.01.2017 17:30";"23.6";"";"758.4";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"11.01.2017 08:30";"9.8";"";"764.5";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.1";"";"";"";"";"";"";"4.0";"7.0";"";"";"";"";"";"";
"09.01.2017 08:30";"15.2";"";"763.4";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.9";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"07.01.2017 08:30";"12.6";"";"764.3";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.3";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"06.01.2017 08:30";"10.7";"";"765.0";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.9";"";"";"";"";"";"";"4.0";"7.7";"";"";"";"";"";"";
"05.01.2017 17:30";"26.6";"";"762.1";"";"";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.8";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"04.01.2017 08:30";"10.6";"";"767.9";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.9";"";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"03.01.2017 08:30";"";"";"768.1";"";"";"Wind blowing from the north";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"300-600";"";"";"4.0";"8.3";"";"";"";"";"";"";
"22.12.2016 08:30";"13.4";"";"767.8";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.9";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"21.12.2016 08:30";"14.0";"";"766.9";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.6";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"20.12.2016 08:30";"14.6";"";"762.8";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"17.12.2016 08:30";"19.0";"";"763.6";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.1";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"13.12.2016 08:30";"16.6";"";"764.3";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"12.12.2016 08:30";"13.8";"";"764.6";"";"76";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"6.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.7";"";"";"";"";"";"";
"10.12.2016 08:30";"9.4";"";"766.6";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"5.6";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"09.12.2016 08:30";"9.6";"";"765.5";"";"87";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.4";"";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"08.12.2016 17:30";"26.7";"";"762.3";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.8";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"08.12.2016 08:30";"10.2";"";"767.0";"";"95";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.7";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"07.12.2016 08:30";"10.6";"";"766.0";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.4";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"06.12.2016 08:30";"13.4";"";"765.7";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.6";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"03.12.2016 08:30";"14.8";"";"764.7";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.6";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"02.12.2016 08:30";"19.6";"";"765.0";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"01.12.2016 08:30";"14.6";"";"764.9";"";"90";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"8.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.9";"";"";"";"";"";"";
"30.11.2016 08:30";"14.0";"";"766.5";"";"87";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"7.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.9";"";"";"";"";"";"";
"29.11.2016 08:30";"16.4";"";"764.5";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.2";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"28.11.2016 08:30";"15.2";"";"764.8";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"26.11.2016 17:30";"26.8";"";"762.3";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"26.11.2016 08:30";"14.8";"";"765.7";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.6";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"25.11.2016 17:30";"25.6";"";"760.7";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"25.11.2016 08:30";"16.2";"";"766.3";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.6";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"24.11.2016 08:30";"16.8";"";"766.1";"";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.8";"";"";"";"";"";"";"4.0";"12.3";"";"";"";"";"";"";
"23.11.2016 08:30";"16.4";"";"765.3";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"11.5";"";"";"";"";"";"";
"22.11.2016 08:30";"14.6";"";"766.3";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.1";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"21.11.2016 08:30";"13.4";"";"766.6";"";"91";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"12.11.2016 08:30";"16.0";"";"766.6";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.6";"";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"11.11.2016 08:30";"15.2";"";"765.4";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.1";"";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"10.11.2016 08:30";"15.8";"";"766.9";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.1";"";"";"";"";"";"";"4.0";"11.9";"";"";"";"";"";"";
"09.11.2016 08:30";"16.8";"";"767.2";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"08.11.2016 08:30";"17.6";"";"765.8";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"04.11.2016 08:30";"18.2";"";"764.6";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"03.11.2016 08:30";"18.0";"";"764.8";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.2";"";"";"";"";"";"";"4.0";"14.7";"";"";"";"";"";"";
"26.10.2016 08:30";"24.0";"";"761.5";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"22.10.2016 08:30";"23.2";"";"763.3";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"21.10.2016 08:30";"23.0";"";"759.7";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"20.10.2016 08:30";"23.2";"";"763.4";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.1";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"19.10.2016 08:30";"23.0";"";"763.3";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"18.10.2016 08:30";"23.0";"";"";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.1";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"17.10.2016 08:30";"22.8";"";"763.2";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"14.2";"";"";"";"300-600";"";"";"2.0";"21.0";"";"";"";"";"";"";
"13.10.2016 08:30";"24.2";"";"762.4";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.2";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"08.10.2016 08:30";"23.8";"";"761.6";"";"87";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"17.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"21.5";"";"";"";"";"";"";
"07.10.2016 08:30";"23.0";"";"762.0";"";"93";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"17.1";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"06.10.2016 08:30";"22.4";"";"761.2";"";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"17.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.6";"";"";"";"";"";"";
"04.10.2016 08:30";"23.4";"";"759.7";"";"93";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"19.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"03.10.2016 08:30";"24.8";"";"758.6";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"18.3";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.9";"";"";"";"";"";"";
"01.10.2016 08:30";"24.0";"";"759.0";"";"84";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.1";"";"";"";"";"";"";
"30.09.2016 08:30";"24.4";"";"759.7";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"29.09.2016 08:30";"24.6";"";"760.5";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"28.09.2016 08:30";"24.8";"";"760.3";"";"84";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"19.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"27.09.2016 08:30";"24.8";"";"760.0";"";"86";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"19.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"26.09.2016 08:30";"24.4";"";"759.3";"";"89";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"18.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"24.09.2016 08:30";"23.0";"";"757.3";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"19.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"22.09.2016 08:30";"24.6";"";"760.6";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"19.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.1";"";"";"";"";"";"";
"21.09.2016 08:30";"21.0";"";"759.7";"";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.0";"";"";"";"";"";"";
"20.09.2016 08:30";"23.0";"";"759.7";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.9";"";"";"";"";"";"";
"19.09.2016 08:30";"24.0";"";"759.3";"";"82";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"20.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"13.09.2016 08:30";"24.0";"";"759.7";"";"82";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"22.3";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"12.09.2016 08:30";"23.2";"";"760.0";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"10.09.2016 08:30";"22.0";"";"762.6";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.0";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"09.09.2016 08:30";"24.6";"";"758.2";"";"73";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.4";"";"";"";"";"";"";
"08.09.2016 08:30";"28.2";"";"763.2";"";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"07.09.2016 08:30";"22.0";"";"762.4";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"06.09.2016 08:30";"23.0";"";"754.3";"";"76";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.5";"";"";"";"";"";"";
"02.09.2016 08:30";"24.0";"";"758.7";"";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.1";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.0";"";"";"";"";"";"";
"31.08.2016 08:30";"24.6";"";"758.2";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"20.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"30.08.2016 08:30";"25.4";"";"758.8";"";"89";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"21.2";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.4";"";"";"";"";"";"";
"27.08.2016 08:30";"25.2";"";"758.9";"";"87";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"21.3";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"26.08.2016 08:30";"25.2";"";"758.6";"";"90";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"21.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"25.08.2016 08:30";"25.4";"";"758.7";"";"90";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"20.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.7";"";"";"";"";"";"";
"24.08.2016 17:30";"30.0";"";"753.9";"";"63";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"32.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"24.08.2016 08:30";"25.2";"";"758.6";"";"90";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";" ";"";"";"21.1";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.5";"";"";"";"";"";"";
"23.08.2016 08:30";"25.4";"";"758.6";"";"83";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";" ";"";"";"18.7";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"22.08.2016 08:30";"25.2";"";"759.0";"";"82";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"18.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"20.08.2016 08:30";"25.8";"";"756.9";"";"84";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"18.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"19.08.2016 08:30";"25.8";"";"758.5";"";"83";"Wind blowing from the south";"1";"";"";"10%  or less, but not 0";" ";"";"";"18.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"18.08.2016 08:30";"29.6";"";"757.0";"";"67";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"18.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"17.08.2016 08:30";"25.0";"";"758.7";"";"82";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"13.08.2016 08:30";"25.0";"";"758.7";"";"82";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"21.2";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
