# Weather station Satara, India, WMO_ID=43113,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43113&lang=en
#
"Local time in Satara";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.01.2016 08:30";"14.6";"701.5";"761.5";"";"81";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"10.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.4";"";"";"";"";"";"";
"16.01.2016 17:30";"24.4";"699.1";"756.9";"";"43";"Wind blowing from the south-east";"2";"";"";"40%.";" ";"";"";"";"27.9";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.1";"";"";"";"";"";"";
"16.01.2016 08:30";"15.4";"701.2";"760.9";"";"87";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"14.4";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.3";"";"";"";"";"";"";
"15.01.2016 17:30";"26.2";"699.3";"756.6";"";"49";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"28.7";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.7";"";"";"";"";"";"";
"15.01.2016 08:30";"12.8";"701.9";"762.4";"";"84";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"12.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.2";"";"";"";"";"";"";
"14.01.2016 17:30";"26.0";"699.4";"757.0";"";"37";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"30.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.2";"";"";"";"";"";"";
"14.01.2016 08:30";"13.6";"702.4";"762.4";"";"81";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"12.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.3";"";"";"";"";"";"";
"13.01.2016 17:30";"27.2";"699.0";"756.1";"";"33";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"";"30.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.6";"";"";"";"";"";"";
"13.01.2016 08:30";"14.0";"702.4";"762.7";"";"79";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"12.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.4";"";"";"";"";"";"";
"12.01.2016 17:30";"27.8";"699.9";"757.1";"";"27";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"30.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"6.9";"";"";"";"";"";"";
"12.01.2016 08:30";"13.0";"703.2";"763.8";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"11.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.7";"";"";"";"";"";"";
"11.01.2016 17:30";"27.8";"701.2";"758.5";"";"35";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.9";"";"";"";"";"";"";
"11.01.2016 08:30";"14.0";"704.5";"765.0";"";"77";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"10.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.0";"";"";"";"";"";"";
"10.01.2016 17:30";"28.0";"701.2";"758.4";"";"34";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"30.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.8";"";"";"";"";"";"";
"10.01.2016 08:30";"14.0";"703.7";"764.1";"";"81";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"12.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.7";"";"";"";"";"";"";
"09.01.2016 17:30";"27.2";"700.9";"758.2";"";"37";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"29.9";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.4";"";"";"";"";"";"";
"09.01.2016 08:30";"15.0";"703.5";"763.7";"";"78";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"11.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.1";"";"";"";"";"";"";
"08.01.2016 17:30";"27.8";"702.1";"759.4";"";"35";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"30.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.9";"";"";"";"";"";"";
"08.01.2016 08:30";"16.0";"705.1";"765.2";"";"78";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"14.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.2";"";"";"";"";"";"";
"07.01.2016 17:30";"28.2";"702.2";"759.4";"";"42";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"29.6";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.1";"";"";"";"";"";"";
"07.01.2016 08:30";"16.4";"704.6";"764.5";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"14.1";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.6";"";"";"";"";"";"";
"06.01.2016 17:30";"28.4";"701.3";"758.4";"";"44";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"30.4";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.1";"";"";"";"";"";"";
"06.01.2016 08:30";"14.4";"704.3";"764.5";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"05.01.2016 17:30";"28.2";"701.4";"758.5";"";"38";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"31.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"12.4";"";"";"";"";"";"";
"05.01.2016 08:30";"14.4";"704.4";"764.7";"";"77";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"11.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.4";"";"";"";"";"";"";
"04.01.2016 17:30";"30.8";"";"759.0";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"04.01.2016 08:30";"13.6";"705.2";"765.7";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"11.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.3";"";"";"";"";"";"";
"03.01.2016 17:30";"29.4";"701.9";"758.9";"";"30";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"31.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.0";"";"";"";"";"";"";
"03.01.2016 08:30";"15.0";"705.1";"765.4";"";"78";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"12.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.1";"";"";"";"";"";"";
"02.01.2016 17:30";"29.4";"703.4";"760.5";"";"29";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"32.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.5";"";"";"";"";"";"";
"02.01.2016 08:30";"15.2";"706.6";"766.9";"";"72";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"12.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"10.1";"";"";"";"";"";"";
"01.01.2016 17:30";"29.8";"703.4";"760.5";"";"28";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"20.0";"9.2";"";"";"";"";"";"";
"01.01.2016 08:30";"15.0";"706.0";"766.4";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"31.12.2015 17:30";"29.8";"702.7";"759.7";"";"26";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"32.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"8.1";"";"";"";"";"";"";
"31.12.2015 08:30";"16.8";"704.9";"764.8";"";"69";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.7";"";"";"";"";"";"";"4.0";"11.1";"";"";"";"";"";"";
"30.12.2015 17:30";"29.6";"701.6";"758.6";"";"27";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"33.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"8.8";"";"";"";"";"";"";
"30.12.2015 08:30";"16.2";"704.6";"764.5";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.0";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"29.12.2015 17:30";"29.2";"702.7";"759.7";"";"23";"Wind blowing from the south";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"32.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"6.0";"";"";"";"";"";"";
"29.12.2015 08:30";"16.0";"705.8";"766.0";"";"65";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"13.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1500-2000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.4";"";"";"";"";"";"";
"28.12.2015 17:30";"28.6";"703.9";"761.2";"";"22";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"31.7";"";"";"";"";"";"20.0";"4.9";"";"";"";"";"";"";
"28.12.2015 08:30";"17.8";"706.4";"766.2";"";"48";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"13.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"6.7";"";"";"";"";"";"";
"27.12.2015 17:30";"26.0";"703.4";"761.3";"";"25";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"29.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"4.4";"";"";"";"";"";"";
"27.12.2015 08:30";"16.8";"705.5";"765.5";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"4.8";"";"";"";"";"";"";
"26.12.2015 17:30";"26.0";"702.8";"760.6";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.7";"";"";"";"";"";"20.0";"4.4";"";"";"";"";"";"";
"26.12.2015 08:30";"14.6";"705.4";"765.7";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.2";"";"";"";"";"";"";"4.0";"5.4";"";"";"";"";"";"";
"25.12.2015 08:30";"15.2";"705.3";"765.4";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.8";"";"";"";"";"";"";"4.0";"5.2";"";"";"";"";"";"";
"24.12.2015 17:30";"26.0";"701.7";"759.4";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"20.0";"10.2";"";"";"";"";"";"";
"24.12.2015 08:30";"16.6";"704.4";"764.3";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"23.12.2015 17:30";"27.4";"701.8";"759.2";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.7";"";"";"";"";"";"20.0";"12.6";"";"";"";"";"";"";
"23.12.2015 08:30";"16.4";"704.7";"764.6";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"22.12.2015 17:30";"26.8";"702.1";"759.7";"";"53";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"30.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"16.3";"";"";"";"";"";"";
"22.12.2015 08:30";"19.6";"704.2";"763.3";"";"75";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"15.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.0";"";"";"";"";"";"";
"21.12.2015 17:30";"27.8";"701.2";"758.4";"";"47";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"31.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"15.5";"";"";"";"";"";"";
"21.12.2015 08:30";"19.0";"703.1";"762.4";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.8";"";"";"";"";"";"";"4.0";"15.1";"";"";"";"";"";"";
"20.12.2015 17:30";"28.6";"700.9";"757.9";"";"51";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"32.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"17.6";"";"";"";"";"";"";
"20.12.2015 08:30";"19.2";"703.9";"763.0";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"19.12.2015 17:30";"29.0";"701.5";"758.6";"";"47";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"32.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.7";"";"";"";"";"";"";
"19.12.2015 08:30";"18.8";"703.9";"763.2";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.1";"";"";"";"";"";"";"4.0";"15.9";"";"";"";"";"";"";
"18.12.2015 17:30";"29.2";"700.2";"757.0";"";"50";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"31.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.7";"";"";"";"";"";"";
"18.12.2015 08:30";"20.0";"702.4";"761.5";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.4";"";"";"";"";"";"";"4.0";"13.3";"";"";"";"";"";"";
"17.12.2015 17:30";"30.4";"699.0";"755.5";"";"50";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.8";"";"";"";"";"";"";
"17.12.2015 08:30";"21.0";"701.4";"760.1";"";"83";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"18.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.9";"";"";"";"";"";"";
"16.12.2015 17:30";"29.4";"699.0";"755.8";"";"57";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"32.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.0";"";"";"";"";"";"";
"16.12.2015 08:30";"22.4";"701.8";"760.2";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"15.12.2015 17:30";"30.4";"699.4";"756.0";"";"54";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.2";"";"";"";"";"";"";
"15.12.2015 08:30";"21.6";"702.2";"760.8";"";"81";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"18.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.2";"";"";"";"";"";"";
