# Weather station Hassan, India, WMO_ID=43263,selection from 09.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43263&lang=en
#
"Local time in Hassan";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.04.2016 17:30";"32.0";"678.1";"";"";"83";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"34.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.8";"";"";"";"";"";"";
"05.04.2016 08:30";"25.8";"681.1";"";"";"80";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"21.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.0";"";"";"";"";"";"";
"04.04.2016 17:30";"31.2";"677.8";"";"";"83";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"33.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.0";"";"";"";"";"";"";
"04.04.2016 08:30";"26.2";"681.1";"";"";"82";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"21.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.8";"";"";"";"";"";"";
"03.04.2016 17:30";"32.2";"678.1";"";"";"79";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"34.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.0";"";"";"";"";"";"";
"02.04.2016 08:30";"25.6";"682.2";"";"";"78";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"20.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.5";"";"";"";"";"";"";
"01.04.2016 08:30";"25.2";"683.1";"";"";"81";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"20.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.7";"";"";"";"";"";"";
"31.03.2016 08:30";"24.6";"683.1";"";"";"81";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"20.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.1";"";"";"";"";"";"";
"30.03.2016 08:30";"25.2";"682.8";"";"";"81";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"20.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.7";"";"";"";"";"";"";
"29.03.2016 08:30";"25.0";"682.8";"";"";"81";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"20.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"28.03.2016 08:30";"25.6";"681.7";"";"";"81";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"20.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.1";"";"";"";"";"";"";
"27.03.2016 08:30";"25.4";"681.1";"";"";"83";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"20.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.2";"";"";"";"";"";"";
"26.03.2016 08:30";"25.0";"682.2";"";"";"82";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"20.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.8";"";"";"";"";"";"";
"25.03.2016 08:30";"25.8";"680.0";"";"";"80";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"20.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.0";"";"";"";"";"";"";
"24.03.2016 08:30";"26.2";"680.0";"";"";"83";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"20.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"23.03.2016 08:30";"25.2";"679.1";"";"";"81";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"19.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.7";"";"";"";"";"";"";
"18.03.2016 08:30";"25.8";"681.1";"";"";"81";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"19.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.3";"";"";"";"";"";"";
"17.03.2016 08:30";"32.0";"678.4";"";"";"83";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.8";"";"";"";"";"";"";
"16.03.2016 08:30";"25.0";"680.6";"";"";"82";"Wind blowing from the north-northeast";"4";"";"";"20–30%.";" ";"";"";"18.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.8";"";"";"";"";"";"";
"15.03.2016 08:30";"25.8";"681.2";"";"";"80";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"18.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.0";"";"";"";"";"";"";
"13.03.2016 08:30";"26.2";"679.6";"";"";"83";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"17.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"23.1";"";"";"";"";"";"";
"12.03.2016 17:30";"32.6";"678.1";"";"";"81";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"34.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.9";"";"";"";"";"";"";
"12.03.2016 08:30";"25.6";"679.9";"";"";"83";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"18.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"22.4";"";"";"";"";"";"";
"11.03.2016 08:30";"25.2";"679.6";"";"";"81";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"17.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.7";"";"";"";"";"";"";
"10.03.2016 08:30";"24.0";"679.6";"";"";"87";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"17.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.7";"";"";"";"";"";"";
"09.03.2016 08:30";"24.2";"681.1";"";"";"81";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"17.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.7";"";"";"";"";"";"";
"07.03.2016 08:30";"22.8";"681.1";"";"";"83";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"16.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.8";"";"";"";"";"";"";
"05.03.2016 08:30";"21.8";"682.0";"";"";"88";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"16.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.7";"";"";"";"";"";"";
"04.03.2016 17:30";"30.8";"679.1";"";"";"83";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"33.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.6";"";"";"";"";"";"";
"03.03.2016 08:30";"21.6";"682.8";"";"";"78";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"15.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.6";"";"";"";"";"";"";
"02.03.2016 08:30";"21.6";"682.9";"";"";"84";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"15.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.8";"";"";"";"";"";"";
"01.03.2016 17:30";"30.2";"679.7";"";"";"84";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"32.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.2";"";"";"";"";"";"";
"01.03.2016 08:30";"22.2";"682.8";"";"";"81";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"15.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.8";"";"";"";"";"";"";
"29.02.2016 17:30";"30.8";"679.1";"";"";"85";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"";"33.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.9";"";"";"";"";"";"";
"28.02.2016 08:30";"19.6";"683.2";"";"";"77";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"14.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.4";"";"";"";"";"";"";
"27.02.2016 08:30";"19.8";"683.2";"";"";"75";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"14.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.3";"";"";"";"";"";"";
"26.02.2016 08:30";"22.4";"681.1";"";"";"80";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"15.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.8";"";"";"";"";"";"";
"25.02.2016 08:30";"21.8";"681.4";"";"";"85";"Wind blowing from the west-southwest";"2";"";"";"20–30%.";" ";"";"";"15.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.1";"";"";"";"";"";"";
"24.02.2016 08:30";"20.2";"683.2";"";"";"82";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"14.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.0";"";"";"";"";"";"";
"23.02.2016 17:30";"30.8";"679.1";"";"";"75";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.9";"";"";"";"";"";"";
"23.02.2016 08:30";"20.0";"683.2";"";"";"79";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"14.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.2";"";"";"";"";"";"";
"22.02.2016 08:30";"21.4";"683.3";"";"";"80";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"14.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.7";"";"";"";"";"";"";
"21.02.2016 17:30";"30.8";"679.2";"";"";"83";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.6";"";"";"";"";"";"";
"21.02.2016 08:30";"22.0";"681.1";"";"";"77";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"15.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.7";"";"";"";"";"";"";
"20.02.2016 08:30";"21.6";"681.1";"";"";"78";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"15.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.6";"";"";"";"";"";"";
"19.02.2016 17:30";"31.2";"679.2";"";"";"84";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"33.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"28.1";"";"";"";"";"";"";
"18.02.2016 08:30";"20.6";"680.8";"";"";"84";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"14.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.8";"";"";"";"";"";"";
"17.02.2016 17:30";"29.6";"679.2";"";"";"84";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.6";"";"";"";"";"";"";
"16.02.2016 17:30";"30.4";"678.2";"";"";"84";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"32.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.4";"";"";"";"";"";"";
"16.02.2016 08:30";"20.8";"680.8";"";"";"76";"Wind blowing from the north-east";"3";"";"";"20–30%.";" ";"";"";"14.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.3";"";"";"";"";"";"";
"15.02.2016 17:30";"29.8";"679.2";"";"";"84";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"33.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.8";"";"";"";"";"";"";
"15.02.2016 08:30";"20.4";"680.8";"";"";"80";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"14.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.9";"";"";"";"";"";"";
"13.02.2016 17:30";"30.8";"677.6";"";"";"79";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"33.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.8";"";"";"";"";"";"";
"13.02.2016 08:30";"18.6";"681.7";"";"";"80";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"14.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.0";"";"";"";"";"";"";
"12.02.2016 17:30";"30.8";"678.4";"";"";"75";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"33.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.9";"";"";"";"";"";"";
