# Weather station Najibabad, India, WMO_ID=42143,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42143&lang=en
#
"Local time in Najibabad";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.06.2017 17:30";"31.4";"";"751.8";"";"50";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"34.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.9";"";"";"";"";"";"";
"07.06.2017 17:30";"34.0";"";"751.2";"";"49";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"07.06.2017 08:30";"25.6";"";"754.4";"";"60";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"18.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.3";"";"";"";"";"";"";
"06.06.2017 17:30";"34.2";"";"750.9";"";"45";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"20.5";"";"";"";"";"";"";
"06.06.2017 08:30";"32.6";"729.6";"751.9";"";"48";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"25.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.3";"";"";"";"";"";"";
"05.06.2017 17:30";"39.4";"727.0";"748.8";"";"21";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"";"41.4";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"05.06.2017 08:30";"33.0";"728.7";"751.0";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"04.06.2017 17:30";"35.6";"728.0";"750.1";"";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"04.06.2017 08:30";"32.2";"728.8";"751.2";"";"48";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"03.06.2017 17:30";"34.2";"730.0";"752.2";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"31.05.2017 17:30";"31.8";"729.0";"751.4";"";"55";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"36.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.8";"";"";"";"";"";"";
"31.05.2017 08:30";"27.6";"733.0";"755.8";"";"55";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"30.05.2017 17:30";"32.0";"731.0";"753.4";"";"51";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"36.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.6";"";"";"";"";"";"";
"30.05.2017 08:30";"25.6";"732.9";"755.9";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"28.05.2017 08:30";"28.2";"731.1";"753.8";"";"57";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"23.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.9";"";"";"";"";"";"";
"27.05.2017 17:30";"35.6";"730.0";"752.1";"";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"27.05.2017 08:30";"31.8";"731.7";"754.2";"";"50";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"26.05.2017 17:30";"35.6";"730.0";"752.1";"";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"26.05.2017 08:30";"32.0";"731.2";"753.6";"";"51";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"";"20.6";"";"";"";"";"";"";
"25.05.2017 17:30";"35.4";"729.9";"752.0";"";"36";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"24.05.2017 17:30";"33.4";"727.9";"750.1";"";"38";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"24.05.2017 08:30";"28.0";"732.2";"755.0";"";"53";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"17.6";"";"";"";"";"";"";
"23.05.2017 17:30";"33.4";"730.2";"752.5";"";"38";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"38.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.2";"";"";"";"";"";"";
"23.05.2017 08:30";"27.2";"732.2";"755.0";"";"62";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.2";"";"";"";"";"";"";
"22.05.2017 17:30";"32.4";"728.9";"751.2";"";"46";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"35.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.2";"";"";"";"";"";"";
"22.05.2017 08:30";"25.6";"732.3";"755.3";"";"62";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"20.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.7";"";"";"";"";"";"";
"21.05.2017 17:30";"35.6";"730.0";"752.1";"";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"21.05.2017 08:30";"31.4";"731.7";"754.2";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"20.05.2017 17:30";"35.4";"729.9";"752.0";"";"30";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"20.05.2017 08:30";"28.4";"731.1";"753.8";"";"56";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"19.05.2017 17:30";"35.6";"730.1";"752.2";"";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"19.05.2017 08:30";"32.0";"732.3";"754.8";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"18.05.2017 17:30";"35.4";"730.0";"752.2";"";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"18.05.2017 08:30";"32.0";"732.0";"754.5";"";"41";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"23.1";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"17.05.2017 17:30";"35.4";"727.8";"749.9";"";"42";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"39.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.6";"";"";"";"";"";"";
"16.05.2017 17:30";"36.2";"728.3";"750.3";"";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"41.7";"";"";"";"";"";"4.0";"18.6";"";"";"";"";"";"";
"16.05.2017 08:30";"31.4";"728.8";"751.2";"";"48";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"15.05.2017 17:30";"35.6";"727.9";"750.0";"";"67";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"28.6";"";"";"";"";"";"";
"15.05.2017 08:30";"33.4";"730.2";"752.5";"";"38";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"14.05.2017 17:30";"35.4";"730.0";"752.2";"";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.5";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"13.05.2017 17:30";"35.2";"729.9";"752.1";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"13.05.2017 08:30";"32.2";"732.7";"755.2";"";"43";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"12.05.2017 17:30";"35.4";"730.9";"753.1";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"12.05.2017 08:30";"31.6";"734.3";"756.9";"";"53";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"11.05.2017 17:30";"35.2";"730.7";"752.9";"";"42";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"11.05.2017 11:30";"31.0";"735.8";"758.5";"1.8";"57";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"11.05.2017 08:30";"31.4";"734.0";"756.6";"";"54";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"21.0";"";"";"";"";"";"";
"10.05.2017 17:30";"34.4";"730.1";"752.3";"";"36";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"10.05.2017 08:30";"29.4";"732.2";"754.9";"";"51";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"09.05.2017 17:30";"35.0";"730.3";"752.5";"";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"09.05.2017 08:30";"29.2";"733.1";"755.8";"";"52";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.5";"";"";"";"";"";"";"4.0";"18.3";"";"";"";"";"";"";
"08.05.2017 17:30";"34.8";"730.3";"752.5";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"19.3";"";"";"";"";"";"";
"07.05.2017 17:30";"34.4";"730.9";"753.1";"";"32";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"4.0";"15.2";"";"";"";"";"";"";
"07.05.2017 08:30";"27.6";"732.4";"755.2";"";"59";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"06.05.2017 17:30";"34.2";"731.0";"753.3";"";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"06.05.2017 08:30";"27.4";"733.1";"755.9";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"05.05.2017 17:30";"34.6";"730.1";"752.3";"";"38";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"18.4";"";"";"";"";"";"";
"04.05.2017 17:30";"34.4";"730.9";"753.1";"";"37";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.5";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"04.05.2017 08:30";"25.6";"732.3";"755.3";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.4";"";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"03.05.2017 17:30";"34.6";"730.3";"752.5";"";"35";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"16.8";"";"";"";"";"";"";
"03.05.2017 08:30";"27.6";"732.2";"755.0";"";"59";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"02.05.2017 17:30";"";"";"753.1";"";"";"";"";"";"";"10%  or less, but not 0";" ";"";"";"";"37.8";"";"";"100-200";"";"";"0.2";"15.8";"";"";"";"";"";"";
"02.05.2017 08:30";"27.4";"732.4";"755.2";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"19.0";"";"";"";"";"";"";
"01.05.2017 08:30";"27.2";"";"755.0";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"21.4";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"30.04.2017 08:30";"25.0";"";"755.9";"";"64";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"20.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.7";"";"";"";"";"";"";
"29.04.2017 17:30";"35.6";"";"753.2";"";"39";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
"29.04.2017 08:30";"23.0";"";"756.1";"";"86";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"28.04.2017 08:30";"27.2";"";"755.2";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"27.04.2017 17:30";"34.6";"";"753.1";"";"29";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"27.04.2017 08:30";"25.4";"";"755.2";"";"63";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"23.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.8";"";"";"";"";"";"";
"26.04.2017 17:30";"35.2";"";"751.4";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"26.04.2017 08:30";"29.0";"";"754.9";"";"61";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"25.04.2017 17:30";"35.4";"";"750.1";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"25.04.2017 08:30";"26.8";"";"754.5";"";"59";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"24.04.2017 17:30";"35.4";"";"749.8";"";"";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.6";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"24.04.2017 08:30";"29.2";"";"754.0";"";"53";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"23.04.2017 17:30";"35.4";"";"750.1";"";"40";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"23.04.2017 08:30";"27.6";"";"754.9";"";"62";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"4.0";"19.6";"";"";"";"";"";"";
"22.04.2017 17:30";"35.2";"";"750.8";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"15.03.2017 17:30";"25.4";"733.8";"756.8";"";"47";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"15.03.2017 08:30";"16.2";"738.2";"762.1";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"8.2";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"14.03.2017 17:30";"23.4";"735.1";"758.3";"";"58";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"25.4";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"13.03.2017 17:30";"23.6";"734.7";"757.9";"";"57";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"13.03.2017 08:30";"15.4";"737.8";"761.8";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"12.03.2017 17:30";"23.4";"735.0";"758.2";"";"58";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"24.5";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"12.03.2017 08:30";"15.0";"738.0";"762.0";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"8.0";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"11.03.2017 08:30";"15.2";"737.1";"761.1";"";"75";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"8.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"10.7";"";"";"";"";"";"";
"10.03.2017 17:30";"24.4";"733.5";"756.6";"";"55";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"25.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"14.7";"";"";"";"";"";"";
"09.03.2017 17:30";"25.4";"733.7";"756.7";"";"47";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"28.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"13.1";"";"";"";"";"";"";
"09.03.2017 08:30";"16.2";"738.2";"762.1";"";"68";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"9.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"10.2";"";"";"";"";"";"";
"08.03.2017 17:30";"19.6";"735.0";"758.5";"";"79";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"23.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"15.9";"";"";"";"";"";"";
"08.03.2017 08:30";"16.6";"738.8";"762.7";"";"64";"Wind blowing from the east-northeast";"1";"";"";"100%.";" ";"";"";"10.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"9.8";"";"";"";"";"";"";
"07.03.2017 17:30";"26.6";"734.4";"757.4";"";"42";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"29.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"12.5";"";"";"";"";"";"";
"07.03.2017 08:30";"16.2";"738.5";"762.4";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"10.4";"";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"06.03.2017 17:30";"26.4";"733.0";"755.9";"";"41";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"06.03.2017 08:30";"16.2";"739.2";"763.1";"";"64";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"9.3";"";"";"";"";"";"";
"05.03.2017 17:30";"26.6";"734.9";"757.9";"";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.8";"";"";"";"";"";"4.0";"13.0";"";"";"";"";"";"";
"05.03.2017 08:30";"17.0";"738.6";"762.5";"";"63";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"10.2";"";"";"";"";"";"";"4.0";"9.8";"";"";"";"";"";"";
"04.03.2017 17:30";"26.2";"734.2";"757.2";"";"44";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"04.03.2017 08:30";"17.2";"738.8";"762.6";"";"61";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"10.5";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"03.03.2017 08:30";"17.4";"738.2";"762.0";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"9.6";"";"";"";"";"";"";
"02.03.2017 17:30";"26.2";"734.6";"757.6";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.4";"";"";"";"";"";"4.0";"13.2";"";"";"";"";"";"";
"02.03.2017 08:30";"16.0";"739.6";"763.6";"";"66";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"9.5";"";"";"";"";"";"";
"01.03.2017 17:30";"25.6";"735.8";"758.9";"";"45";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"28.5";"";"";"";"";"";"4.0";"12.9";"";"";"";"";"";"";
"01.03.2017 08:30";"15.6";"739.0";"763.0";"";"75";"Wind blowing from the east-southeast";"1";"";"";"70 – 80%.";" ";"";"";"9.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"11.1";"";"";"";"";"";"";
"28.02.2017 17:30";"25.6";"737.5";"760.6";"";"43";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"28.02.2017 08:30";"15.6";"";"763.1";"";"59";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"9.6";"";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"27.02.2017 17:30";"24.2";"";"760.0";"";"42";"Wind blowing from the east-southeast";"1";"";"";"no clouds";" ";"";"";"";"27.5";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"27.02.2017 08:30";"15.8";"";"762.1";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"9.4";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"26.02.2017 17:30";"23.0";"";"758.8";"";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"26.02.2017 08:30";"15.0";"";"761.5";"";"64";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"25.02.2017 17:30";"22.6";"";"759.6";"";"44";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"26.6";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"25.02.2017 08:30";"12.6";"";"764.9";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"7.8";"";"";"";"";"";"";"4.0";"9.5";"";"";"";"";"";"";
"24.02.2017 17:30";"22.2";"";"759.4";"";"45";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"26.5";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"24.02.2017 08:30";"13.6";"";"763.3";"";"84";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"9.5";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"23.02.2017 17:30";"20.4";"";"759.1";"";"59";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"25.2";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"23.02.2017 08:30";"14.4";"";"762.8";"";"85";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"10.6";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"22.02.2017 08:30";"14.6";"";"762.2";"";"82";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"11.5";"";"";"";"";"";"";"4.0";"11.6";"";"";"";"";"";"";
"21.02.2017 17:30";"20.4";"";"756.7";"";"66";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"26.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"13.8";"";"";"";"";"";"";
"21.02.2017 08:30";"12.6";"739.9";"764.2";"";"88";"";"1";"";"";"100%.";" ";"";"";"10.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"10.7";"";"";"";"";"";"";
"20.02.2017 17:30";"19.6";"735.5";"759.0";"";"60";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"27.0";"";"";"";"";"";"4.0";"11.7";"";"";"";"";"";"";
"18.02.2017 17:30";"18.6";"737.9";"761.6";"";"59";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"25.5";"";"";"";"";"";"4.0";"10.4";"";"";"";"";"";"";
