# Weather station Ghazipur, India, WMO_ID=42482,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42482&lang=en
#
"Local time in Ghazipur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"19.09.2017 17:30";"31.0";"";"749.8";"";"77";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.6";"";"";"";"";"";"";
"17.09.2017 08:30";"31.0";"";"752.8";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"16.09.2017 17:30";"31.0";"";"750.1";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.4";"";"";"";"";"";"";
"16.09.2017 08:30";"31.0";"";"753.9";"";"86";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.3";"";"";"";"";"";"";
"15.09.2017 17:30";"32.6";"";"750.9";"";"67";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"14.09.2017 17:30";"33.0";"";"751.7";"";"73";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.5";"";"";"";"";"";"";
"13.09.2017 17:30";"34.4";"";"752.3";"";"65";"Wind blowing from the south-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"12.09.2017 17:30";"30.4";"";"753.2";"";"87";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.9";"";"";"";"";"";"";
"11.09.2017 17:30";"32.0";"";"752.2";"";"66";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.9";"";"";"";"";"";"";
"10.09.2017 17:30";"34.0";"";"751.9";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"28.6";"";"";"";"";"";"";
"09.09.2017 17:30";"34.4";"";"750.4";"";"68";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.6";"";"";"";"";"";"";
"07.09.2017 17:30";"30.0";"";"751.9";"";"80";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.1";"";"";"";"";"";"";
"07.09.2017 08:30";"30.0";"";"754.9";"";"81";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"05.09.2017 17:30";"32.0";"";"750.4";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"28.1";"";"";"";"";"";"";
"05.09.2017 08:30";"31.4";"";"754.2";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.3";"";"";"";"";"";"";
"03.09.2017 17:30";"32.0";"";"751.4";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"03.09.2017 08:30";"29.0";"";"753.6";"";"78";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"02.09.2017 17:30";"27.4";"";"750.7";"";"94";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.3";"";"";"";"";"";"";
"01.09.2017 17:30";"30.0";"";"750.7";"";"86";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.5";"";"";"";"";"";"";
"01.09.2017 08:30";"26.0";"";"753.7";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.4";"";"";"";"";"";"";
"30.08.2017 17:30";"33.0";"";"750.7";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"30.08.2017 08:30";"30.0";"";"753.7";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"27.2";"";"";"";"";"";"";
"28.08.2017 17:30";"31.0";"742.4";"748.0";"";"75";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"28.08.2017 08:30";"29.4";"744.9";"750.6";"";"82";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"27.08.2017 17:30";"29.4";"743.1";"748.7";"";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.6";"";"";"";"";"";"";
"26.08.2017 17:30";"31.4";"742.3";"747.9";"";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.1";"";"";"";"";"";"";
"25.08.2017 17:30";"32.0";"741.8";"747.4";"";"79";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.9";"";"";"";"";"";"";
"23.08.2017 17:30";"26.0";"745.2";"750.9";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.9";"";"";"";"";"";"";
"23.08.2017 08:30";"31.4";"747.9";"753.5";"";"83";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.1";"";"";"";"";"";"";
"22.08.2017 17:30";"31.4";"744.1";"749.7";"";"83";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.1";"";"";"";"";"";"";
"21.08.2017 17:30";"33.0";"";"748.9";"";"62";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.8";"";"";"";"";"";"";
"20.08.2017 17:30";"32.0";"";"749.0";"";"70";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.8";"";"";"";"";"";"";
"20.08.2017 08:30";"29.4";"";"752.8";"";"82";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"19.08.2017 08:30";"30.0";"";"752.3";"";"83";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"18.08.2017 17:30";"32.4";"";"748.6";"";"77";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"18.08.2017 08:30";"30.0";"";"750.4";"";"88";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"17.08.2017 17:30";"31.0";"";"749.5";"";"83";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.7";"";"";"";"";"";"";
"17.08.2017 08:30";"28.0";"";"750.9";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"16.08.2017 17:30";"33.4";"";"747.5";"";"73";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.9";"";"";"";"";"";"";
"15.08.2017 17:30";"28.4";"";"749.9";"";"100";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.4";"";"";"";"";"";"";
"15.08.2017 08:30";"28.4";"";"753.3";"";"91";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"14.08.2017 17:30";"31.4";"";"751.5";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.1";"";"";"";"";"";"";
"14.08.2017 08:30";"29.4";"";"754.3";"";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"13.08.2017 17:30";"29.4";"";"751.3";"";"90";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.5";"";"";"";"";"";"";
"13.08.2017 08:30";"28.0";"";"752.2";"";"85";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.2";"";"";"";"";"";"";
"12.08.2017 08:30";"28.4";"";"749.9";"";"82";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"11.08.2017 17:30";"31.0";"";"747.3";"";"76";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.3";"";"";"";"";"";"";
"09.08.2017 17:30";"32.0";"";"748.2";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.2";"";"";"";"";"";"";
"08.08.2017 17:30";"32.0";"";"749.1";"";"79";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.9";"";"";"";"";"";"";
"07.08.2017 17:30";"28.4";"";"749.2";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"06.08.2017 17:30";"33.0";"";"747.4";"";"74";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"06.08.2017 08:30";"29.4";"";"750.7";"";"92";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.0";"";"";"";"";"";"";
"05.08.2017 17:30";"29.4";"";"747.7";"";"92";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.0";"";"";"";"";"";"";
"04.08.2017 17:30";"31.0";"";"746.5";"";"81";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.4";"";"";"";"";"";"";
"04.08.2017 08:30";"29.4";"";"749.2";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.6";"";"";"";"";"";"";
"02.08.2017 17:30";"28.4";"";"749.2";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"31.07.2017 17:30";"28.0";"744.1";"749.8";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"30.07.2017 17:30";"31.4";"744.2";"749.8";"";"77";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"29.07.2017 17:30";"30.0";"744.8";"750.4";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.6";"";"";"";"";"";"";
"26.07.2017 17:30";"26.0";"740.7";"746.4";"";"98";"";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"26.07.2017 11:30";"27.4";"742.1";"747.8";"";"86";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"24.8";"";"";"";"";"";"";
"26.07.2017 08:30";"27.4";"742.1";"747.8";"";"86";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.8";"";"";"";"";"";"";
"25.07.2017 17:30";"29.4";"741.2";"746.8";"";"78";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.1";"";"";"";"";"";"";
"25.07.2017 08:30";"27.0";"";"748.3";"";"97";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"24.07.2017 08:30";"28.6";"";"748.4";"";"89";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.6";"";"";"";"";"";"";
"23.07.2017 17:30";"32.0";"";"747.1";"";"72";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"23.07.2017 08:30";"29.0";"";"750.5";"";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"22.07.2017 17:30";"31.4";"";"747.6";"";"77";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"21.07.2017 17:30";"30.4";"";"746.9";"";"78";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"21.07.2017 08:30";"26.4";"";"749.5";"";"100";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"20.07.2017 17:30";"29.4";"";"745.4";"";"90";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.5";"";"";"";"";"";"";
"20.07.2017 08:30";"29.0";"";"748.2";"";"85";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"19.07.2017 08:30";"32.0";"";"748.9";"";"75";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"18.07.2017 17:30";"32.0";"";"747.1";"";"76";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.2";"";"";"";"";"";"";
"18.07.2017 08:30";"32.0";"743.9";"749.5";"";"75";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"17.07.2017 17:30";"34.6";"741.1";"746.6";"";"64";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.9";"";"";"";"";"";"";
"16.07.2017 17:30";"34.4";"741.0";"746.5";"";"71";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.4";"";"";"";"";"";"";
"14.07.2017 17:30";"33.4";"742.4";"748.0";"";"67";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"26.5";"";"";"";"";"";"";
"14.07.2017 08:30";"30.0";"745.2";"750.8";"";"83";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"13.07.2017 17:30";"30.0";"743.0";"748.6";"";"81";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"12.07.2017 17:30";"29.4";"743.9";"749.5";"";"78";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.1";"";"";"";"";"";"";
"12.07.2017 08:30";"26.0";"744.6";"750.3";"";"94";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.0";"";"";"";"";"";"";
"11.07.2017 17:30";"26.0";"743.1";"748.8";"";"97";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.4";"";"";"";"";"";"";
"11.07.2017 08:30";"26.0";"744.4";"750.1";"";"100";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.0";"";"";"";"";"";"";
"10.07.2017 17:30";"26.0";"744.1";"749.8";"";"94";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"4.0";"25.0";"";"";"";"";"";"";
"10.07.2017 08:30";"27.4";"745.0";"750.7";"";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.4";"";"";"";"";"";"";
"09.07.2017 17:30";"28.0";"742.8";"748.5";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"27.2";"";"";"";"";"";"";
"09.07.2017 08:30";"31.0";"743.7";"749.3";"";"86";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"28.3";"";"";"";"";"";"";
"07.07.2017 17:30";"28.4";"741.6";"747.3";"";"91";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"07.07.2017 08:30";"28.4";"742.9";"748.6";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"06.07.2017 08:30";"28.4";"743.8";"749.5";"";"89";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"05.07.2017 17:30";"28.0";"742.5";"748.2";"";"87";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"05.07.2017 08:30";"26.0";"743.5";"749.2";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"04.07.2017 17:30";"27.0";"740.4";"746.1";"";"98";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"04.07.2017 08:30";"27.0";"741.9";"747.6";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"03.07.2017 17:30";"29.4";"740.6";"746.2";"";"91";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.8";"";"";"";"";"";"";
"03.07.2017 08:30";"30.0";"743.8";"749.4";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.9";"";"";"";"";"";"";
"02.07.2017 17:30";"31.4";"741.2";"746.8";"";"79";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.3";"";"";"";"";"";"";
"02.07.2017 08:30";"26.4";"743.2";"748.9";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.5";"";"";"";"";"";"";
"01.07.2017 17:30";"27.0";"741.0";"746.7";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"01.07.2017 08:30";"31.4";"741.4";"747.0";"";"76";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.7";"";"";"";"";"";"";
"30.06.2017 08:30";"32.0";"742.1";"747.7";"";"72";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"29.06.2017 17:30";"37.0";"740.8";"746.3";"";"42";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.9";"";"";"";"";"";"";
"29.06.2017 08:30";"32.0";"744.3";"749.9";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"28.06.2017 17:30";"36.0";"742.8";"748.3";"";"49";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.8";"";"";"";"";"";"";
"27.06.2017 17:30";"37.0";"741.3";"746.8";"";"45";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.3";"";"";"";"";"";"";
"27.06.2017 08:30";"32.0";"744.2";"749.8";"";"69";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.5";"";"";"";"";"";"";
"26.06.2017 17:30";"36.4";"741.0";"746.5";"";"56";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.2";"";"";"";"";"";"";
"26.06.2017 08:30";"32.0";"743.9";"749.5";"";"75";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.0";"";"";"";"";"";"";
"25.06.2017 08:30";"33.0";"743.1";"748.7";"";"69";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.6";"";"";"";"";"";"";
"24.06.2017 17:30";"37.0";"743.7";"749.2";"";"47";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.0";"";"";"";"";"";"";
"24.06.2017 08:30";"32.4";"742.9";"748.5";"";"60";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.6";"";"";"";"";"";"";
"23.06.2017 08:30";"30.4";"744.4";"750.0";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"22.06.2017 08:30";"30.4";"744.0";"749.6";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"21.06.2017 08:30";"30.0";"744.4";"750.0";"";"81";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.4";"";"";"";"";"";"";
"20.06.2017 17:30";"26.0";"740.8";"746.5";"";"98";"Calm, no wind";"0";"";"";"100%.";"Haze. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.7";"";"";"";"";"";"";
"20.06.2017 08:30";"30.4";"743.9";"749.5";"";"76";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"19.06.2017 17:30";"38.0";"739.8";"745.3";"";"44";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"18.06.2017 17:30";"38.0";"740.7";"746.2";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"18.06.2017 08:30";"32.0";"744.1";"749.7";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"17.06.2017 17:30";"37.4";"742.1";"747.6";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"17.06.2017 08:30";"30.0";"745.3";"750.9";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
