# Weather station Shahjahanpur, India, WMO_ID=42266,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42266&lang=en
#
"Local time in Shahjahanpur";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.11.2017 08:30";"17.2";"746.3";"760.0";"";"100";"Wind blowing from the north-west";"1";"";"";"no clouds";"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"14.7";"";"";"";"";"";"";"less than 0.05";"17.2";"";"";"";"";"";"";
"07.11.2017 17:30";"26.4";"744.2";"757.5";"";"66";"Calm, no wind";"0";"";"";"100%.";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"28.5";"";"";"2500 or more, or no clouds.";"";"";"0.2";"19.6";"";"";"";"";"";"";
"07.11.2017 08:30";"16.6";"747.2";"761.0";"";"96";"Wind blowing from the south-east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.4";"";"";"";"";"";"";"1.0";"15.9";"";"";"";"";"";"";
"06.11.2017 17:30";"28.0";"744.4";"757.6";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"06.11.2017 08:30";"16.8";"745.9";"759.6";"";"90";"Wind blowing from the north-west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.7";"";"";"";"";"";"";"1.0";"15.1";"";"";"";"";"";"";
"05.11.2017 17:30";"29.4";"745.5";"758.7";"";"48";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"31.1";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"05.11.2017 08:30";"20.4";"748.2";"761.8";"";"88";"Wind blowing from the east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.4";"";"";"";"";"";"";"1.0";"18.4";"";"";"";"";"";"";
"04.11.2017 17:30";"28.8";"746.0";"759.2";"";"55";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"04.11.2017 08:30";"18.2";"747.8";"761.5";"";"92";"Wind blowing from the north";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.7";"";"";"";"";"";"";"1.0";"16.9";"";"";"";"";"";"";
"03.11.2017 17:30";"27.4";"744.2";"757.4";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.4";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"03.11.2017 08:30";"18.4";"746.9";"760.6";"";"92";"Wind blowing from the north-east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.4";"";"";"";"";"";"";"2.0";"17.1";"";"";"";"";"";"";
"02.11.2017 17:30";"27.4";"744.0";"757.2";"";"66";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"";"29.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.4";"";"";"";"";"";"";
"02.11.2017 08:30";"19.8";"747.4";"761.0";"";"85";"Wind blowing from the east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"16.7";"";"";"";"";"";"";"2.0";"17.2";"";"";"";"";"";"";
"01.11.2017 08:30";"18.6";"748.1";"761.8";"";"94";"Wind blowing from the north-east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.6";"";"";"";"";"";"";"2.0";"17.6";"";"";"";"";"";"";
"31.10.2017 17:30";"28.0";"743.7";"756.9";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.2";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"31.10.2017 08:30";"16.4";"746.4";"760.2";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.2";"";"";"";"";"";"";"4.0";"13.9";"";"";"";"";"";"";
"30.10.2017 17:30";"28.0";"742.9";"756.1";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.0";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"30.10.2017 08:30";"17.0";"747.7";"761.5";"";"94";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"29.10.2017 17:30";"29.0";"743.4";"756.5";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"29.10.2017 08:30";"17.4";"747.4";"761.1";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"28.10.2017 17:30";"28.4";"743.7";"756.9";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.8";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"28.10.2017 08:30";"17.4";"747.0";"760.7";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.8";"";"";"";"";"";"";"4.0";"13.1";"";"";"";"";"";"";
"27.10.2017 17:30";"28.0";"743.4";"756.6";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.4";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"27.10.2017 08:30";"17.0";"747.5";"761.3";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"26.10.2017 17:30";"28.4";"745.4";"758.6";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.6";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"26.10.2017 08:30";"17.2";"745.8";"759.5";"";"92";"Wind blowing from the north-east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.2";"";"";"";"";"";"";"2.0";"15.9";"";"";"";"";"";"";
"25.10.2017 17:30";"30.0";"744.2";"757.3";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"4.0";"17.4";"";"";"";"";"";"";
"25.10.2017 08:30";"17.4";"746.6";"760.3";"";"84";"Wind blowing from the north-east";"1";"";"";"20–30%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"14.5";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"14.6";"";"";"";"";"";"";
"24.10.2017 17:30";"31.0";"741.7";"754.7";"";"39";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"24.10.2017 08:30";"18.0";"737.3";"750.8";"";"84";"Wind blowing from the north-east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.3";"";"";"";"";"";"";"2.0";"15.3";"";"";"";"";"";"";
"23.10.2017 08:30";"19.2";"741.6";"755.2";"";"91";"Wind blowing from the east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.0";"";"";"";"";"";"";"2.0";"17.6";"";"";"";"";"";"";
"22.10.2017 17:30";"33.6";"738.5";"751.4";"";"35";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"21.10.2017 17:30";"33.4";"739.5";"752.4";"";"48";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"20.9";"";"";"";"";"";"";
"21.10.2017 08:30";"24.2";"742.5";"755.8";"";"85";"Wind blowing from the east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.2";"";"";"";"";"";"";"2.0";"21.6";"";"";"";"";"";"";
"20.10.2017 17:30";"33.2";"740.1";"753.0";"";"49";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"20.10.2017 08:30";"24.4";"742.5";"755.8";"";"85";"Wind blowing from the east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.4";"";"";"";"";"";"";"2.0";"21.7";"";"";"";"";"";"";
"19.10.2017 17:30";"34.2";"740.2";"753.1";"";"50";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"19.10.2017 08:30";"25.0";"742.8";"756.1";"";"83";"Wind blowing from the east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.5";"";"";"";"";"";"";"2.0";"22.0";"";"";"";"";"";"";
"18.10.2017 17:30";"33.0";"739.9";"752.8";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"18.10.2017 08:30";"21.0";"742.8";"756.3";"";"93";"Wind blowing from the north";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.0";"";"";"";"";"";"";"2.0";"19.8";"";"";"";"";"";"";
"17.10.2017 17:30";"31.4";"739.2";"752.2";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"17.10.2017 08:30";"20.4";"742.3";"755.8";"";"91";"Wind blowing from the north";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.6";"";"";"";"";"";"";"2.0";"18.8";"";"";"";"";"";"";
"16.10.2017 17:30";"32.4";"738.5";"751.4";"";"60";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"16.10.2017 08:30";"21.6";"741.5";"754.9";"";"81";"Wind blowing from the west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.0";"";"";"";"";"";"";"2.0";"18.1";"";"";"";"";"";"";
"15.10.2017 17:30";"33.8";"738.2";"751.0";"";"32";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"15.10.2017 08:30";"23.0";"740.4";"753.8";"";"70";"Wind blowing from the west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"19.3";"";"";"";"";"";"";"2.0";"17.2";"";"";"";"";"";"";
"14.10.2017 17:30";"33.8";"737.5";"750.3";"";"38";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"34.9";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"14.10.2017 08:30";"23.0";"740.1";"753.5";"";"83";"Wind blowing from the north-west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"20.0";"";"";"";"";"";"";"2.0";"19.9";"";"";"";"";"";"";
"13.10.2017 17:30";"32.0";"737.0";"749.9";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"13.10.2017 08:30";"24.0";"740.5";"753.8";"";"87";"Wind blowing from the north";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.9";"";"";"";"";"";"";"2.0";"21.6";"";"";"";"";"";"";
"12.10.2017 08:30";"24.2";"741.6";"754.9";"";"90";"Wind blowing from the east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.0";"";"";"";"";"";"";"2.0";"22.4";"";"";"";"";"";"";
"11.10.2017 17:30";"32.4";"738.6";"751.5";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"11.10.2017 08:30";"25.6";"742.2";"755.5";"";"89";"Wind blowing from the north";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.9";"";"";"";"";"";"";"2.0";"23.6";"";"";"";"";"";"";
"10.10.2017 17:30";"32.0";"738.7";"751.6";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"24.0";"";"";"";"";"";"";
"10.10.2017 08:30";"25.4";"741.9";"755.2";"";"87";"Wind blowing from the east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.0";"";"";"";"";"";"";"2.0";"23.0";"";"";"";"";"";"";
"09.10.2017 17:30";"32.0";"739.6";"752.5";"";"60";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.3";"";"";"";"";"";"";
"08.10.2017 08:30";"27.0";"741.7";"754.9";"";"84";"Wind blowing from the south-east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.6";"";"";"";"";"";"";"2.0";"24.1";"";"";"";"";"";"";
"07.10.2017 17:30";"35.0";"739.1";"751.9";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"07.10.2017 08:30";"26.4";"742.1";"755.3";"";"90";"Wind blowing from the north";"1";"";"";"no clouds";"Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.6";"";"";"";"";"";"";"2.0";"24.7";"";"";"";"";"";"";
"06.10.2017 17:30";"34.0";"739.6";"752.5";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"23.0";"";"";"";"";"";"";
"06.10.2017 08:30";"28.4";"742.8";"756.0";"";"80";"Wind blowing from the south-east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.4";"";"";"";"";"";"";"2.0";"24.7";"";"";"";"";"";"";
"05.10.2017 17:30";"33.0";"739.4";"752.3";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"05.10.2017 08:30";"27.4";"742.8";"756.0";"";"86";"Wind blowing from the north";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.3";"";"";"";"";"";"";"2.0";"24.8";"";"";"";"";"";"";
"04.10.2017 17:30";"32.4";"740.5";"753.4";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"04.10.2017 08:30";"26.8";"742.9";"756.1";"";"90";"Wind blowing from the south-east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.6";"";"";"";"";"";"";"2.0";"25.1";"";"";"";"";"";"";
"03.10.2017 17:30";"32.4";"739.1";"752.0";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"03.10.2017 08:30";"24.4";"741.7";"755.0";"";"91";"Wind blowing from the north";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.2";"";"";"";"";"";"";"2.0";"22.9";"";"";"";"";"";"";
"02.10.2017 17:30";"33.0";"738.7";"751.6";"";"49";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"34.3";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"02.10.2017 08:30";"26.0";"741.1";"754.3";"";"89";"Wind blowing from the east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.7";"";"";"";"";"";"";"2.0";"24.0";"";"";"";"";"";"";
"01.10.2017 17:30";"33.6";"739.3";"752.2";"";"53";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.6";"";"";"";"";"";"";
"01.10.2017 08:30";"27.2";"742.2";"755.4";"";"86";"Wind blowing from the south";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.8";"";"";"";"";"";"";"2.0";"24.6";"";"";"";"";"";"";
"30.09.2017 17:30";"32.8";"740.1";"753.0";"";"59";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"";"34.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"30.09.2017 08:30";"27.4";"741.9";"755.1";"";"86";"Wind blowing from the east";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.1";"";"";"";"";"";"";"2.0";"24.8";"";"";"";"";"";"";
"29.09.2017 17:30";"32.2";"738.1";"751.0";"";"62";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"34.1";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.9";"";"";"";"";"";"";
"29.09.2017 08:30";"25.8";"740.4";"753.6";"";"93";"Wind blowing from the north";"1";"";"";"50%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.3";"";"";"";"2500 or more, or no clouds.";"";"";"2.0";"24.6";"";"";"";"";"";"";
"28.09.2017 17:30";"32.4";"737.5";"750.4";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"26.3";"";"";"";"";"";"";
"28.09.2017 08:30";"26.2";"741.1";"754.3";"";"90";"Wind blowing from the north";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.8";"";"";"";"";"";"";"2.0";"24.5";"";"";"";"";"";"";
"27.09.2017 17:30";"33.0";"739.0";"751.9";"";"61";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"27.09.2017 08:30";"26.6";"741.7";"754.9";"";"90";"Wind blowing from the north";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"23.9";"";"";"";"";"";"";"2.0";"24.9";"";"";"";"";"";"";
"26.09.2017 17:30";"33.0";"738.8";"751.7";"";"57";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"26.09.2017 08:30";"25.8";"741.0";"754.2";"";"92";"Wind blowing from the west";"1";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.3";"";"";"";"";"";"";"2.0";"24.4";"";"";"";"";"";"";
"25.09.2017 17:30";"32.0";"737.5";"750.4";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.5";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"25.09.2017 08:30";"24.0";"738.0";"751.3";"";"87";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"24.09.2017 17:30";"28.0";"739.1";"752.2";"";"85";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"30.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"24.09.2017 08:30";"23.4";"740.2";"753.5";"";"91";"Wind blowing from the east";"1";"";"";"100%.";"Clouds generally forming or developing. ";"Drizzle.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"22.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"2.0";"21.9";"";"";"";"";"";"";
