# Weather station Simara (airport), Nepal, WMO_ID=44449,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=44449&lang=en
#
"Local time in Simara (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"12.03.2016 17:45";"29.6";"744.0";"755.9";"-1.1";"68";"Wind blowing from the south";"1";"";"";"60%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"31.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"23.1";"No precipitation";"9";"";"";"";"";
"12.03.2016 14:45";"30.8";"745.1";"757.0";"-0.8";"73";"Wind blowing from the west-southwest";"2";"";"";"60%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"25.4";"";"";"";"";"";"";
"12.03.2016 11:45";"29.8";"745.9";"757.8";"-0.1";"66";"Wind blowing from the east";"4";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"22.7";"";"";"";"";"";"";
"12.03.2016 08:45";"22.2";"746.0";"757.9";"1.0";"75";"Wind blowing from the east";"2";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"15.2";"";"";"";"";"";"";"4.0";"17.5";"No precipitation";"24";"";"";"";"";
"12.03.2016 05:45";"15.2";"745.0";"756.9";"";"99";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"";"";"";"";"";"";"";"";"";"1.5";"15.0";"";"";"";"";"";"";
"11.03.2016 17:45";"30.0";"";"";"";"27";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"25.2";"";"";"";"";"";"6.0";"9.0";"No precipitation";"9";"";"";"";"";
"11.03.2016 14:45";"31.0";"745.9";"757.8";"-2.1";"68";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"6.0";"24.4";"";"";"";"";"";"";
"11.03.2016 11:45";"28.2";"748.0";"759.9";"0.1";"57";"Wind blowing from the south-southwest";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"18.9";"";"";"";"";"";"";
"11.03.2016 08:45";"20.6";"747.9";"759.8";"1.4";"78";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"14.4";"";"";"";"600-1000";"";"";"3.5";"16.7";"No precipitation";"24";"";"";"";"";
"11.03.2016 05:45";"14.4";"746.5";"758.4";"";"99";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Mist. ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"1.5";"14.2";"";"";"";"";"";"";
"10.03.2016 17:45";"30.6";"745.4";"757.3";"-0.8";"55";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"7.0";"20.6";"No precipitation";"9";"";"";"";"";
"10.03.2016 14:45";"32.0";"746.2";"758.2";"-0.9";"60";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"7.0";"23.4";"";"";"";"";"";"";
"10.03.2016 11:45";"28.8";"747.1";"759.1";"0.0";"48";"Wind blowing from the south";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"16.6";"";"";"";"";"";"";
"10.03.2016 08:45";"21.6";"747.1";"759.0";"0.9";"68";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"12.6";"";"";"";"";"";"";"5.0";"15.3";"No precipitation";"24";"";"";"";"";
"10.03.2016 05:45";"12.6";"746.2";"758.1";"";"99";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"";"";"";"";"";"";"";"";"";"1.5";"12.4";"";"";"";"";"";"";
"09.03.2016 17:45";"30.6";"744.5";"756.4";"-0.5";"61";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"6.0";"22.3";"No precipitation";"9";"";"";"";"";
"09.03.2016 14:45";"32.6";"745.0";"756.9";"-0.7";"52";"Wind blowing from the west-southwest";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"8.0";"21.4";"";"";"";"";"";"";
"09.03.2016 11:45";"29.8";"745.7";"757.6";"-0.5";"76";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"8.0";"25.2";"";"";"";"";"";"";
"09.03.2016 08:45";"21.8";"746.2";"757.7";"1.4";"77";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"15.0";"";"";"";"";"";"";"5.0";"17.5";"No precipitation";"24";"";"";"";"";
"09.03.2016 05:45";"15.4";"744.8";"756.7";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"";"";"";"";"";"";"";"";"";"2.0";"14.7";"";"";"";"";"";"";
"08.03.2016 17:45";"30.4";"744.2";"756.1";"-1.1";"48";"Wind blowing from the west-southwest";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"32.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"18.2";"No precipitation";"9";"";"";"";"";
"08.03.2016 14:45";"31.4";"745.3";"757.2";"-1.5";"47";"Wind blowing from the west-southwest";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"18.7";"";"";"";"";"";"";
"08.03.2016 11:45";"29.0";"746.8";"758.7";"0.1";"52";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"6.0";"18.1";"";"";"";"";"";"";
"08.03.2016 08:45";"23.4";"746.7";"758.6";"0.5";"73";"Wind blowing from the west";"1";"";"";"20–30%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"18.2";"No precipitation";"24";"";"";"";"";
"08.03.2016 05:45";"20.8";"746.2";"758.2";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"";"";"";"";"";"";"";"";"";"4.0";"18.1";"";"";"";"";"";"";
"07.03.2016 17:45";"30.4";"745.3";"757.2";"-1.2";"55";"Wind blowing from the west-southwest";"3";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"8.0";"20.3";"No precipitation";"9";"";"";"";"";
"07.03.2016 14:45";"31.0";"746.5";"758.4";"-1.8";"52";"Wind blowing from the south";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"30.0";"20.0";"";"";"";"";"";"";
"07.03.2016 11:45";"29.0";"748.3";"760.3";"0.0";"59";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"30.0";"20.1";"";"";"";"";"";"";
"07.03.2016 08:45";"20.0";"748.3";"760.3";"1.2";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.6";"";"";"";"";"";"";"10.0";"14.9";"3.0";"24";"";"";"";"";
"07.03.2016 05:45";"14.6";"747.1";"759.1";"";"100";"Calm, no wind";"0";"";"";"70 – 80%.";"Mist. ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.6";"";"";"";"";"";"";
"06.03.2016 17:45";"28.0";"747.4";"759.3";"-1.4";"73";"Wind blowing from the west-southwest";"1";"";"";"40%.";" ";"";"";"";"31.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.6";"No precipitation";"18";"";"";"";"";
"06.03.2016 14:45";"29.6";"748.8";"760.7";"-2.1";"66";"Wind blowing from the south";"4";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.7";"";"";"";"";"";"";
"06.03.2016 11:45";"26.6";"750.9";"762.8";"-0.3";"55";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.8";"";"";"";"";"";"";
"06.03.2016 08:45";"19.0";"751.2";"763.1";"3.0";"98";"Wind blowing from the west";"1";"";"";"100%.";"Thunderstorm combined with duststorm or sandstorm at time of observation. ";"Rain.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"18.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"200-300";"Altostratus opacus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"0.5";"18.7";"22.0";"24";"";"";"";"";
"06.03.2016 05:45";"19.8";"748.2";"760.1";"";"93";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"";"";"";"";"";"";"";"";"";"3.0";"18.7";"";"";"";"";"";"";
"05.03.2016 17:45";"30.0";"746.0";"757.9";"-1.2";"76";"Wind blowing from the south";"1";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"31.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"25.4";"No precipitation";"9";"";"";"";"";
"05.03.2016 14:45";"20.3";"747.2";"759.1";"-1.6";"";"";"";"";"";"50%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"";"";"";"";"";"";"";
"05.03.2016 11:45";"29.2";"748.8";"760.7";"-0.1";"57";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"19.9";"";"";"";"";"";"";
"05.03.2016 08:45";"23.4";"748.9";"760.8";"1.2";"73";"Wind blowing from the east-northeast";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.0";"";"";"";"";"";"";"5.0";"18.2";"No precipitation";"24";"";"";"";"";
"05.03.2016 05:45";"18.0";"747.7";"759.7";"";"90";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"";"";"";"";"";"";"";"";"";"3.0";"16.3";"";"";"";"";"";"";
"04.03.2016 17:45";"30.0";"746.2";"758.1";"-0.7";"78";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"31.0";"";"";"";"";"";"5.0";"25.8";"No precipitation";"9";"";"";"";"";
"04.03.2016 14:45";"30.8";"746.9";"758.8";"-1.5";"69";"Wind blowing from the south";"3";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"24.5";"";"";"";"";"";"";
"04.03.2016 11:45";"26.6";"748.4";"760.3";"-0.7";"76";"Wind blowing from the east";"4";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"22.0";"";"";"";"";"";"";
"04.03.2016 08:45";"20.0";"749.1";"761.0";"";"76";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"14.5";"";"";"";"";"";"";"3.5";"15.6";"No precipitation";"24";"";"";"";"";
"03.03.2016 14:45";"31.0";"748.9";"760.9";"-1.3";"59";"Wind blowing from the south";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"22.2";"";"";"";"";"";"";
"03.03.2016 11:45";"28.2";"750.2";"762.1";"-1.1";"64";"Wind blowing from the south";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"20.8";"";"";"";"";"";"";
"03.03.2016 08:45";"19.0";"751.3";"763.3";"1.3";"81";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"13.8";"";"";"";"";"";"";"2.5";"15.6";"No precipitation";"24";"";"";"";"";
"03.03.2016 05:45";"13.8";"750.0";"761.9";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"";"";"";"";"";"";"";"";"";"3.0";"13.8";"";"";"";"";"";"";
"02.03.2016 17:45";"29.4";"748.6";"760.6";"-0.8";"71";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"31.5";"";"";"";"";"";"7.0";"23.7";"No precipitation";"9";"";"";"";"";
"02.03.2016 14:45";"31.0";"749.4";"761.4";"-1.9";"59";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"7.0";"22.2";"";"";"";"";"";"";
"02.03.2016 11:45";"28.5";"751.3";"763.3";"0.3";"57";"Wind blowing from the east-southeast";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"19.3";"";"";"";"";"";"";
"02.03.2016 08:45";"20.0";"751.0";"762.9";"1.5";"70";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"14.0";"";"";"";"";"";"";"5.0";"14.3";"No precipitation";"24";"";"";"";"";
"02.03.2016 05:45";"14.0";"749.5";"761.5";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"";"";"";"";"";"";"";"";"";"3.0";"14.0";"";"";"";"";"";"";
"01.03.2016 17:45";"29.4";"748.7";"760.6";"-0.8";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"31.0";"";"";"";"";"";"6.0";"23.7";"No precipitation";"9";"";"";"";"";
"01.03.2016 14:45";"30.6";"749.5";"761.4";"-1.4";"70";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"7.0";"24.4";"";"";"";"";"";"";
"01.03.2016 11:45";"28.2";"750.9";"762.8";"-0.6";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"7.0";"20.8";"";"";"";"";"";"";
"01.03.2016 08:45";"20.4";"751.5";"763.4";"1.9";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"14.0";"";"";"";"";"";"";"5.0";"15.3";"No precipitation";"24";"";"";"";"";
"01.03.2016 05:45";"14.6";"749.6";"761.5";"";"99";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"";"";"";"";"";"";"";"";"";"3.0";"14.4";"";"";"";"";"";"";
"29.02.2016 17:45";"29.8";"749.7";"761.6";"-1.1";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.0";"";"";"";"";"";"7.0";"22.2";"No precipitation";"9";"";"";"";"";
"29.02.2016 14:45";"31.4";"750.8";"762.7";"-2.9";"52";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"7.0";"20.4";"";"";"";"";"";"";
"29.02.2016 11:45";"29.4";"753.7";"765.6";"0.0";"43";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"7.0";"15.4";"";"";"";"";"";"";
"29.02.2016 08:45";"21.4";"753.7";"765.6";"1.3";"68";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"14.2";"";"";"";"";"";"";"5.0";"15.3";"No precipitation";"24";"";"";"";"";
"29.02.2016 05:45";"14.2";"752.4";"764.3";"";"99";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"";"";"";"";"";"";"";"";"";"3.0";"14.0";"";"";"";"";"";"";
"28.02.2016 14:45";"31.0";"751.9";"763.8";"-2.3";"66";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"7.0";"23.8";"";"";"";"";"";"";
"28.02.2016 11:45";"29.0";"754.2";"766.1";"0.2";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"7.0";"18.1";"";"";"";"";"";"";
"28.02.2016 08:45";"20.8";"754.0";"766.0";"2.7";"74";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"14.2";"";"";"";"";"";"";"3.0";"16.0";"No precipitation";"24";"";"";"";"";
"28.02.2016 05:45";"14.2";"751.3";"763.2";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"";"";"";"";"";"";"";"";"";"1.5";"13.7";"";"";"";"";"";"";
"27.02.2016 17:45";"29.0";"750.2";"762.1";"-0.8";"64";"Wind blowing from the south";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"31.5";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"21.6";"No precipitation";"9";"";"";"";"";
"27.02.2016 14:45";"31.0";"751.0";"762.9";"-2.4";"37";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"7.0";"14.7";"";"";"";"";"";"";
"27.02.2016 11:45";"30.0";"753.4";"765.4";"0.1";"45";"Wind blowing from the east";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"7.0";"16.7";"";"";"";"";"";"";
"27.02.2016 08:45";"19.6";"753.3";"765.2";"1.6";"74";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"12.5";"";"";"";"";"";"";"5.0";"14.9";"No precipitation";"24";"";"";"";"";
"27.02.2016 05:45";"12.6";"751.7";"763.6";"";"99";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"";"";"";"";"";"";"";"";"";"3.0";"12.4";"";"";"";"";"";"";
"26.02.2016 17:45";"28.0";"750.4";"761.6";"-1.5";"57";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"29.6";"";"";"2000-2500";"";"";"7.0";"18.8";"No precipitation";"9";"";"";"";"";
"26.02.2016 14:45";"29.2";"751.9";"763.1";"-1.8";"47";"Wind blowing from the east";"4";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"16.8";"";"";"";"";"";"";
"26.02.2016 11:45";"28.8";"753.7";"765.6";"0.0";"50";"Wind blowing from the east";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"7.0";"17.3";"";"";"";"";"";"";
"26.02.2016 08:45";"22.0";"753.7";"765.7";"1.8";"69";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"15.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"16.1";"No precipitation";"24";"";"";"";"";
"26.02.2016 05:45";"16.4";"751.9";"763.9";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"";"";"";"";"";"";"";"";"";"2.5";"14.2";"";"";"";"";"";"";
"25.02.2016 17:45";"27.0";"749.1";"760.8";"-0.6";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.0";"";"";"";"";"";"7.0";"17.5";"No precipitation";"9";"";"";"";"";
"25.02.2016 14:45";"29.4";"749.7";"761.4";"-1.2";"39";"Wind blowing from the east";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"7.0";"14.1";"";"";"";"";"";"";
