# Weather station Supaul, India, WMO_ID=42393,selection from 09.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42393&lang=en
#
"Local time in Supaul";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"04.07.2017 08:30";"27.2";"744.4";"748.6";"";"97";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"25.4";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"03.07.2017 17:30";"30.6";"742.4";"746.6";"";"83";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"31.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.3";"";"";"";"";"";"";
"03.07.2017 08:30";"28.6";"745.3";"749.5";"";"89";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"26.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"02.07.2017 17:30";"28.0";"743.1";"747.3";"";"94";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"33.8";"Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.9";"";"";"";"";"";"";
"02.07.2017 08:30";"29.8";"744.9";"749.1";"";"83";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"25.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"01.07.2017 17:30";"";"";"747.5";"";"";"";"";"";"";"10%  or less, but not 0";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"";"33.1";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"01.07.2017 08:30";"24.2";"744.7";"749.0";"";"98";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"23.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"30.06.2017 17:30";"33.4";"742.0";"746.1";"";"70";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"35.2";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.1";"";"";"";"";"";"";
"30.06.2017 08:30";"31.4";"744.7";"748.9";"";"79";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"27.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.3";"";"";"";"";"";"";
"29.06.2017 17:30";"34.4";"743.9";"748.0";"";"61";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"35.5";"Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.8";"";"";"";"";"";"";
"29.06.2017 08:30";"30.8";"747.1";"751.3";"";"77";"Wind blowing from the east";"3";"";"";"50%.";" ";"";"";"26.9";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.3";"";"";"";"";"";"";
"28.06.2017 17:30";"33.4";"745.0";"749.2";"";"64";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"34.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"27.06.2017 17:30";"33.0";"744.8";"749.0";"";"68";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"34.7";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.3";"";"";"";"";"";"";
"27.06.2017 08:30";"31.0";"747.4";"751.6";"";"80";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"27.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.1";"";"";"";"";"";"";
"26.06.2017 17:30";"33.8";"744.8";"749.0";"";"73";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"34.7";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"28.4";"";"";"";"";"";"";
"26.06.2017 08:30";"31.2";"747.2";"751.4";"";"76";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"27.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.5";"";"";"";"";"";"";
"25.06.2017 17:30";"30.2";"745.6";"749.8";"";"80";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.3";"";"";"";"";"";"";
"25.06.2017 08:30";"31.4";"745.7";"749.9";"";"75";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"26.7";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.4";"";"";"";"";"";"";
"24.06.2017 17:30";"30.2";"743.0";"747.2";"";"78";"Wind blowing from the north-east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"24.06.2017 08:30";"30.8";"745.6";"749.8";"";"78";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"26.7";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"23.06.2017 17:30";"33.6";"743.3";"747.4";"";"67";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"34.3";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"60%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.7";"";"";"";"";"";"";
"23.06.2017 08:30";"29.8";"747.1";"751.3";"";"80";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"26.2";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.9";"";"";"";"";"";"";
"22.06.2017 17:30";"30.4";"744.7";"748.9";"";"81";"Wind blowing from the north-east";"3";"";"";"60%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.8";"";"";"";"";"";"";
"22.06.2017 08:30";"29.6";"746.2";"750.4";"";"81";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"26.4";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"21.06.2017 17:30";"31.6";"743.3";"747.5";"";"71";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"32.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.7";"";"";"";"";"";"";
"21.06.2017 08:30";"26.2";"747.0";"751.3";"";"92";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"25.1";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"20.06.2017 08:30";"28.0";"746.9";"751.1";"";"83";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"25.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"200-300";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.9";"";"";"";"";"";"";
"19.06.2017 17:30";"29.4";"742.9";"747.1";"";"72";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"";"34.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.9";"";"";"";"";"";"";
"18.06.2017 17:30";"32.8";"742.6";"746.8";"";"78";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"28.5";"";"";"";"";"";"";
"18.06.2017 08:30";"32.0";"745.7";"749.9";"";"80";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"27.8";"";"";"";"";"";"";"4.0";"28.2";"";"";"";"";"";"";
"17.06.2017 17:30";"33.2";"744.3";"748.5";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.6";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"17.06.2017 08:30";"28.6";"747.8";"752.0";"";"82";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"24.7";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"16.06.2017 17:30";"27.2";"746.4";"750.7";"";"97";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"16.06.2017 08:30";"26.6";"747.9";"752.2";"";"94";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"23.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.5";"";"";"";"";"";"";
"14.06.2017 17:30";"33.6";"745.6";"749.8";"";"73";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"34.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"28.2";"";"";"";"";"";"";
"14.06.2017 08:30";"31.0";"747.1";"751.3";"";"75";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"27.4";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.0";"";"";"";"";"";"";
"13.06.2017 17:30";"34.8";"743.1";"747.2";"";"68";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"35.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"28.0";"";"";"";"";"";"";
"13.06.2017 08:30";"31.0";"745.3";"749.5";"";"72";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"26.6";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"12.06.2017 17:30";"33.6";"742.6";"746.7";"";"72";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"34.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.9";"";"";"";"";"";"";
"12.06.2017 08:30";"31.2";"745.8";"750.0";"";"75";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"27.3";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.2";"";"";"";"";"";"";
"11.06.2017 17:30";"34.0";"743.1";"747.2";"";"70";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"";"36.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"27.7";"";"";"";"";"";"";
"11.06.2017 08:30";"32.0";"746.4";"750.6";"";"76";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"27.4";"";"";"";"";"";"";"4.0";"27.3";"";"";"";"";"";"";
"10.06.2017 17:30";"32.8";"744.3";"748.5";"";"74";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"34.2";"";"";"";"";"";"4.0";"27.6";"";"";"";"";"";"";
"10.06.2017 08:30";"29.8";"748.0";"752.2";"";"78";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"26.3";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.6";"";"";"";"";"";"";
"09.06.2017 08:30";"30.0";"748.1";"752.3";"";"77";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"25.4";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.5";"";"";"";"";"";"";
"08.06.2017 17:30";"28.6";"746.1";"750.3";"";"82";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"29.0";"Stratocumulus cumulogenitus.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.2";"";"";"";"";"";"";
"08.06.2017 08:30";"26.0";"748.8";"753.1";"";"90";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"25.1";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.3";"";"";"";"";"";"";
"07.06.2017 17:30";"27.2";"746.7";"751.0";"";"90";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"34.8";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.5";"";"";"";"";"";"";
"07.06.2017 08:30";"30.8";"749.9";"754.1";"";"78";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"27.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"06.06.2017 17:30";"33.0";"747.1";"751.3";"";"69";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"33.9";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"06.06.2017 08:30";"29.6";"750.3";"754.5";"";"74";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"26.9";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"05.06.2017 17:30";"21.2";"744.5";"748.8";"";"";"Wind blowing from the south-east";"3";"";"";"20–30%.";" ";"";"";"";"32.1";"";"";"300-600";"";"";"4.0";"";"";"";"";"";"";"";
"05.06.2017 08:30";"25.4";"747.9";"752.2";"";"95";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"23.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.5";"";"";"";"";"";"";
"04.06.2017 17:30";"34.0";"743.7";"747.8";"";"73";"Wind blowing from the north-northwest";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"35.2";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"28.6";"";"";"";"";"";"";
"04.06.2017 08:30";"30.4";"746.6";"750.8";"";"81";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"27.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.8";"";"";"";"";"";"";
"03.06.2017 17:30";"34.2";"743.6";"747.7";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.9";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"03.06.2017 08:30";"29.0";"747.9";"752.1";"";"78";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"02.06.2017 17:30";"33.0";"744.4";"748.6";"";"69";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"33.8";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.6";"";"";"";"";"";"";
"02.06.2017 08:30";"29.0";"748.1";"752.3";"";"80";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"25.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.3";"";"";"";"";"";"";
