# Weather station Paro (airport), Bhutan, METAR=VQPR,selection from 26.09.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=VQPR&lang=en
#
"Local time in Paro (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"30.05.2017 15:00";"16.0";"583.2";"759.0";"77";"Wind blowing from the east";"1";"";"Rain";"";"Scattered clouds (40-50%) 900 m, overcast (100%) 2400 m";"6.0";"12.0";
"30.05.2017 13:30";"17.0";"584.3";"759.7";"73";"Wind blowing from the east-southeast";"1";"";"Rain";"";"Scattered clouds (40-50%) 900 m, overcast (100%) 2400 m";"8.0";"12.0";
"30.05.2017 13:00";"18.0";"585.4";"760.5";"73";"Calm, no wind";"0";"";"Rain";"";"Scattered clouds (40-50%) 900 m, overcast (100%) 2400 m";"8.0";"13.0";
"30.05.2017 12:00";"17.0";"585.4";"761.2";"77";"Wind blowing from the north";"2";"";"Rain";"";"Scattered clouds (40-50%) 900 m, overcast (100%) 2400 m";"8.0";"13.0";
"30.05.2017 11:30";"16.0";"585.5";"762.0";"77";"Wind blowing from the north";"2";"";"";"";"Scattered clouds (40-50%) 900 m, overcast (100%) 2400 m";"8.0";"12.0";
"30.05.2017 10:00";"15.0";"585.0";"762.0";"77";"Wind blowing from the north";"3";"";"Rain";"";"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1200 m, overcast (100%) 3000 m";"8.0";"11.0";
"30.05.2017 09:30";"15.0";"585.0";"762.0";"77";"Wind blowing from the north";"2";"";"";"";"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 3000 m";"8.0";"11.0";
"30.05.2017 09:00";"15.0";"585.0";"762.0";"77";"Wind blowing from the north-west";"3";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2700 m";"10.0 and more";"11.0";
"30.05.2017 08:30";"15.0";"585.0";"762.0";"77";"Wind blowing from the north-northeast";"2";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2700 m";"10.0 and more";"11.0";
"30.05.2017 08:00";"15.0";"585.0";"762.0";"77";"Wind blowing from the north-northwest";"2";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2700 m";"10.0 and more";"11.0";
"30.05.2017 07:30";"14.0";"584.4";"762.0";"82";"Wind blowing from the north-west";"2";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2700 m";"10.0 and more";"11.0";
"29.05.2017 15:00";"25.0";"587.9";"759.0";"30";"Wind blowing from the south";"5";"";"";"";"Scattered clouds (40-50%) 900 m, scattered clouds (40-50%) 3000 m";"10.0 and more";"6.0";
"29.05.2017 14:30";"25.0";"588.4";"759.7";"32";"Wind blowing from the south-southeast";"4";"";"";"";"Scattered clouds (40-50%) 900 m, scattered clouds (40-50%) 3000 m";"10.0 and more";"7.0";
"29.05.2017 13:00";"25.0";"588.4";"759.7";"32";"Wind blowing from the south";"5";"";"";"";"Scattered clouds (40-50%) 1200 m, scattered clouds (40-50%) 3000 m";"10.0 and more";"7.0";
"29.05.2017 12:30";"27.0";"590.0";"760.5";"28";"Wind blowing from the south-east";"9";"";"";"";"Few clouds (10-30%) 1200 m, scattered clouds (40-50%) 3600 m";"10.0 and more";"7.0";
"29.05.2017 11:30";"26.0";"590.1";"761.2";"30";"Wind blowing from the east";"2";"";"";"";"Few clouds (10-30%) 1200 m, scattered clouds (40-50%) 3600 m";"10.0 and more";"7.0";
"29.05.2017 11:00";"24.0";"589.7";"762.0";"34";"variable wind direction";"2";"";"";"";"Few clouds (10-30%) 1200 m, scattered clouds (40-50%) 3600 m";"10.0 and more";"7.0";
"29.05.2017 10:30";"22.0";"588.7";"762.0";"41";"Wind blowing from the south-east";"2";"";"";"";"Scattered clouds (40-50%) 1200 m, scattered clouds (40-50%) 3600 m";"10.0 and more";"8.0";
"29.05.2017 10:00";"22.0";"589.3";"762.8";"44";"Wind blowing from the south-southeast";"2";"";"";"";"Scattered clouds (40-50%)40, scattered clouds (40-50%) 3600 m";"10.0 and more";"9.0";
"29.05.2017 09:30";"20.0";"588.2";"762.8";"49";"Wind blowing from the south-southeast";"3";"";"";"";"Scattered clouds (40-50%) 1500 m, scattered clouds (40-50%) 3000 m";"10.0 and more";"9.0";
"29.05.2017 09:00";"20.0";"588.8";"763.5";"53";"Wind blowing from the south-southeast";"3";"";"";"";"Few clouds (10-30%) 1500 m, scattered clouds (40-50%) 3000 m";"10.0 and more";"10.0";
"29.05.2017 08:30";"19.0";"588.3";"763.5";"56";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 1500 m";"10.0 and more";"10.0";
"29.05.2017 08:00";"17.0";"587.8";"764.3";"64";"variable wind direction";"1";"";"";"";"Scattered clouds (40-50%) 1500 m";"10.0 and more";"10.0";
"29.05.2017 07:00";"13.0";"585.7";"764.3";"77";"variable wind direction";"2";"";"";"";"Scattered clouds (40-50%) 1200 m";"8.0";"9.0";
"29.05.2017 06:30";"13.0";"585.7";"764.3";"82";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 2100 m";"8.0";"10.0";
"29.05.2017 06:00";"12.0";"585.1";"764.3";"82";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 600 m";"10.0 and more";"9.0";
"28.05.2017 16:00";"23.0";"588.6";"761.2";"41";"Wind blowing from the west-southwest";"2";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2250 m";"10.0 and more";"9.0";
"28.05.2017 15:30";"22.0";"588.0";"761.2";"47";"Wind blowing from the west";"3";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2250 m";"10.0 and more";"10.0";
"28.05.2017 15:00";"21.0";"588.8";"762.8";"46";"Wind blowing from the north-northwest";"3";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2250 m";"10.0 and more";"9.0";
"28.05.2017 14:30";"21.0";"588.8";"762.8";"50";"Wind blowing from the north-northwest";"4";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2250 m";"10.0 and more";"10.0";
"28.05.2017 13:30";"21.0";"588.8";"762.8";"50";"Wind blowing from the north-northwest";"4";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2250 m";"10.0 and more";"10.0";
"28.05.2017 13:00";"19.0";"588.3";"763.5";"56";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2250 m";"10.0 and more";"10.0";
"28.05.2017 12:30";"18.0";"587.7";"763.5";"68";"Wind blowing from the west";"2";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2250 m";"10.0 and more";"12.0";
"28.05.2017 12:00";"20.0";"589.4";"764.3";"49";"Wind blowing from the east-southeast";"2";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2250 m";"10.0 and more";"9.0";
"28.05.2017 11:30";"20.0";"589.4";"764.3";"53";"Wind blowing from the south-southeast";"2";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2250 m";"10.0 and more";"10.0";
"28.05.2017 11:00";"19.0";"588.9";"764.3";"52";"Wind blowing from the south";"4";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2250 m";"10.0 and more";"9.0";
"28.05.2017 10:30";"19.0";"588.9";"764.3";"52";"Wind blowing from the south-southwest";"2";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2250 m";"10.0 and more";"9.0";
"28.05.2017 10:00";"19.0";"588.9";"764.3";"56";"Wind blowing from the south-east";"4";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2250 m";"10.0 and more";"10.0";
"28.05.2017 09:30";"19.0";"589.4";"765.0";"56";"Wind blowing from the south-southeast";"3";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2250 m";"10.0 and more";"10.0";
"28.05.2017 09:00";"17.0";"588.4";"765.0";"64";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2250 m";"8.0";"10.0";
"28.05.2017 08:30";"17.0";"588.4";"765.0";"64";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2250 m";"8.0";"10.0";
"28.05.2017 08:00";"15.0";"587.3";"765.0";"72";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2250 m";"8.0";"10.0";
"27.05.2017 16:30";"17.0";"586.0";"762.0";"64";"Wind blowing from the west-northwest";"3";"";"";"";"Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 1800 m";"10.0 and more";"10.0";
"27.05.2017 16:00";"18.0";"587.2";"762.8";"56";"Wind blowing from the east-southeast";"4";"";"";"";"Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 2100 m";"10.0 and more";"9.0";
"27.05.2017 15:30";"19.0";"587.7";"762.8";"49";"Wind blowing from the south-southwest";"4";"";"";"";"Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 2100 m";"10.0 and more";"8.0";
"27.05.2017 15:00";"23.0";"589.2";"762.0";"31";"Wind blowing from the south-southwest";"3";"";"";"";"Scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 2400 m";"10.0 and more";"5.0";
"27.05.2017 14:30";"24.0";"589.7";"762.0";"27";"Wind blowing from the south";"2";"";"";"";"Scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 2400 m";"10.0 and more";"4.0";
"27.05.2017 14:00";"24.0";"590.3";"762.8";"29";"Wind blowing from the south-southwest";"2";"";"";"";"Scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 2400 m";"10.0 and more";"5.0";
"27.05.2017 13:30";"23.0";"589.8";"762.8";"33";"Wind blowing from the south-southeast";"2";"";"";"";"Scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 2400 m";"10.0 and more";"6.0";
"27.05.2017 13:00";"22.0";"589.8";"763.5";"36";"Wind blowing from the north-northwest";"2";"";"";"";"Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 2400 m";"10.0 and more";"6.0";
"27.05.2017 12:30";"21.0";"589.3";"763.5";"38";"Wind blowing from the north-northwest";"3";"";"";"";"Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 2400 m";"10.0 and more";"6.0";
"27.05.2017 09:30";"22.0";"590.4";"764.3";"36";"Wind blowing from the south-southeast";"2";"";"";"";"Scattered clouds (40-50%) 1500 m";"10.0 and more";"6.0";
"27.05.2017 09:00";"21.0";"590.5";"765.0";"46";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 1500 m";"10.0 and more";"9.0";
"27.05.2017 08:30";"19.0";"589.4";"765.0";"56";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"10.0";
"27.05.2017 08:00";"18.0";"589.5";"765.8";"60";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"10.0";
"27.05.2017 07:30";"16.0";"588.4";"765.8";"68";"Wind blowing from the east-southeast";"2";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"10.0";
"27.05.2017 07:00";"15.0";"587.9";"765.8";"68";"Wind blowing from the south-east";"2";"";"";"";"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2100 m";"8.0";"9.0";
"27.05.2017 06:30";"14.0";"587.4";"765.8";"72";"Wind blowing from the east-southeast";"3";"";"";"";"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2100 m";"6.0";"9.0";
"27.05.2017 06:00";"13.0";"586.8";"765.8";"82";"Wind blowing from the south-east";"2";"";"";"";"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2100 m";"6.0";"10.0";
"26.05.2017 17:00";"20.0";"587.6";"762.0";"46";"Wind blowing from the south-east";"6";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2100 m";"10.0 and more";"8.0";
"26.05.2017 16:00";"20.0";"587.6";"762.0";"46";"Wind blowing from the south-east";"5";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2100 m";"10.0 and more";"8.0";
"26.05.2017 15:30";"21.0";"588.8";"762.8";"43";"Wind blowing from the south-east";"5";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2100 m";"10.0 and more";"8.0";
"26.05.2017 15:00";"21.0";"588.8";"762.8";"43";"Wind blowing from the south";"4";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2100 m";"10.0 and more";"8.0";
"26.05.2017 14:30";"20.0";"588.2";"762.8";"53";"Wind blowing from the south";"5";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2100 m";"10.0 and more";"10.0";
"26.05.2017 14:00";"22.0";"589.3";"762.8";"41";"Wind blowing from the south-southeast";"3";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2100 m";"10.0 and more";"8.0";
"26.05.2017 13:30";"22.0";"589.3";"762.8";"38";"Wind blowing from the south-southeast";"6";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2100 m";"10.0 and more";"7.0";
"26.05.2017 13:00";"23.0";"589.8";"762.8";"38";"Wind blowing from the south-southeast";"7";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2100 m";"10.0 and more";"8.0";
"26.05.2017 12:30";"24.0";"590.3";"762.8";"34";"Wind blowing from the south-east";"5";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2100 m";"10.0 and more";"7.0";
"26.05.2017 12:00";"24.0";"590.8";"763.5";"36";"Wind blowing from the south-east";"3";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2400 m";"10.0 and more";"8.0";
"26.05.2017 11:00";"23.0";"591.0";"764.3";"36";"Wind blowing from the south-west";"2";"";"";"";"Scattered clouds (40-50%) 900 m, broken clouds (60-90%) 2400 m";"10.0 and more";"7.0";
"26.05.2017 10:30";"23.0";"591.0";"764.3";"38";"Wind blowing from the south-southwest";"3";"";"";"";"Few clouds (10-30%) 900 m, broken clouds (60-90%) 2100 m";"10.0 and more";"8.0";
"26.05.2017 10:00";"23.0";"591.5";"765.0";"41";"Wind blowing from the south-east";"1";"";"";"";"Scattered clouds (40-50%) 1350 m";"10.0 and more";"9.0";
"26.05.2017 09:30";"21.0";"590.5";"765.0";"46";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 1350 m";"10.0 and more";"9.0";
"26.05.2017 09:00";"20.0";"589.9";"765.0";"49";"Wind blowing from the north";"3";"";"";"";"Scattered clouds (40-50%) 1350 m";"10.0 and more";"9.0";
"26.05.2017 08:30";"19.0";"590.0";"765.8";"56";"Wind blowing from the north-northwest";"2";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"10.0";
"26.05.2017 08:00";"18.0";"589.5";"765.8";"56";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"9.0";
"26.05.2017 07:30";"16.0";"588.4";"765.8";"63";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"9.0";
"26.05.2017 07:00";"13.0";"586.8";"765.8";"77";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1800 m";"10.0 and more";"9.0";
"25.05.2017 16:00";"25.0";"589.0";"760.5";"34";"Wind blowing from the south-east";"9";"";"";"";"Few clouds (10-30%) 3000 m";"10.0 and more";"8.0";
"25.05.2017 15:00";"26.0";"589.5";"760.5";"32";"Wind blowing from the south-southeast";"8";"";"";"";"Scattered clouds (40-50%) 2100 m";"10.0 and more";"8.0";
"25.05.2017 14:30";"26.0";"590.1";"761.2";"32";"Wind blowing from the south-east";"8";"";"";"";"Scattered clouds (40-50%) 2100 m";"10.0 and more";"8.0";
"25.05.2017 13:30";"24.0";"589.7";"762.0";"34";"Wind blowing from the south-east";"8";"";"";"";"Scattered clouds (40-50%) 2100 m";"10.0 and more";"7.0";
"25.05.2017 13:00";"26.0";"590.7";"762.0";"30";"Wind blowing from the south-east";"9";"";"";"";"Scattered clouds (40-50%) 2100 m";"10.0 and more";"7.0";
"25.05.2017 12:30";"27.0";"591.2";"762.0";"28";"Wind blowing from the south-east";"10";"";"";"";"Few clouds (10-30%) 2400 m";"10.0 and more";"7.0";
"25.05.2017 12:00";"27.0";"591.2";"762.0";"30";"Wind blowing from the south-southeast";"8";"";"";"";"Few clouds (10-30%) 2400 m";"10.0 and more";"8.0";
"25.05.2017 11:30";"26.0";"591.3";"762.8";"30";"Wind blowing from the south-southeast";"6";"";"";"";"Few clouds (10-30%) 2400 m";"10.0 and more";"7.0";
"25.05.2017 11:00";"25.0";"591.4";"763.5";"32";"Wind blowing from the south-east";"3";"";"";"";"Few clouds (10-30%) 2400 m";"10.0 and more";"7.0";
"25.05.2017 10:30";"23.0";"590.3";"763.5";"38";"Wind blowing from the south-east";"3";"";"";"";"Few clouds (10-30%) 2400 m";"10.0 and more";"8.0";
"25.05.2017 10:00";"22.0";"590.4";"764.3";"38";"Wind blowing from the south";"3";"";"";"";"Few clouds (10-30%) 2700 m";"10.0 and more";"7.0";
"25.05.2017 09:30";"21.0";"589.9";"764.3";"40";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 2700 m";"10.0 and more";"7.0";
"25.05.2017 09:00";"19.0";"589.4";"765.0";"49";"Wind blowing from the south-east";"2";"";"";"";"Few clouds (10-30%) 2700 m";"10.0 and more";"8.0";
"25.05.2017 08:30";"17.0";"589.0";"765.8";"56";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 2700 m";"10.0 and more";"8.0";
"25.05.2017 08:00";"15.0";"587.9";"765.8";"63";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 2700 m";"10.0 and more";"8.0";
"25.05.2017 07:30";"13.0";"586.8";"765.8";"72";"Wind blowing from the north";"3";"";"";"";"Few clouds (10-30%) 2700 m";"10.0 and more";"8.0";
"25.05.2017 07:00";"11.0";"585.7";"765.8";"82";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 2700 m";"10.0 and more";"8.0";
"25.05.2017 06:30";"9.0";"584.6";"765.8";"87";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 2700 m";"10.0 and more";"7.0";
"24.05.2017 16:00";"25.0";"589.6";"761.2";"30";"Wind blowing from the south-southeast";"5";"";"";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2400 m";"10.0 and more";"6.0";
"24.05.2017 15:00";"24.0";"589.1";"761.2";"27";"Wind blowing from the east";"3";"";"";"";"Few clouds (10-30%) 750 m, broken clouds (60-90%) 2100 m";"10.0 and more";"4.0";
"24.05.2017 14:30";"25.0";"589.6";"761.2";"26";"Wind blowing from the east-southeast";"5";"";"";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 2100 m";"10.0 and more";"4.0";
"24.05.2017 13:33";"28.0";"591.1";"761.2";"20";"Wind blowing from the south";"9";"";"";"";"Scattered clouds (40-50%) 1500 m";"10.0 and more";"3.0";
"24.05.2017 13:00";"27.0";"591.2";"762.0";"23";"Wind blowing from the south-southeast";"9";"";"";"";"Scattered clouds (40-50%) 1500 m";"10.0 and more";"4.0";
"24.05.2017 11:30";"26.0";"591.9";"763.5";"28";"Wind blowing from the south-east";"7";"";"";"";"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 2250 m";"10.0 and more";"6.0";
"24.05.2017 11:00";"27.0";"592.4";"763.5";"28";"Wind blowing from the south-southeast";"5";"";"";"";"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 2250 m";"10.0 and more";"7.0";
"24.05.2017 10:30";"25.0";"592.0";"764.3";"30";"Wind blowing from the east-southeast";"2";"";"";"";"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 2250 m";"10.0 and more";"6.0";
"24.05.2017 10:00";"24.0";"591.5";"764.3";"34";"Wind blowing from the south";"4";"";"";"";"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 2250 m";"10.0 and more";"7.0";
"24.05.2017 09:30";"22.0";"591.0";"765.0";"47";"Wind blowing from the south-southwest";"3";"";"";"";"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 2250 m";"10.0 and more";"10.0";
"24.05.2017 09:00";"21.0";"591.1";"765.8";"53";"Wind blowing from the south-southeast";"2";"";"";"";"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1950 m";"10.0 and more";"11.0";
"24.05.2017 08:30";"20.0";"590.6";"765.8";"56";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1950 m";"10.0 and more";"11.0";
"24.05.2017 08:00";"17.0";"589.0";"765.8";"68";"Wind blowing from the north-west";"3";"";"";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1950 m";"10.0 and more";"11.0";
"24.05.2017 07:30";"16.0";"588.4";"765.8";"68";"Wind blowing from the west-northwest";"3";"";"";"";"Scattered clouds (40-50%) 750 m, broken clouds (60-90%) 1950 m";"10.0 and more";"10.0";
"24.05.2017 07:00";"15.0";"587.9";"765.8";"77";"Wind blowing from the north-west";"2";"";"";"";"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1500 m";"6.0";"11.0";
"24.05.2017 06:30";"14.0";"587.4";"765.8";"77";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1500 m";"6.0";"10.0";
"24.05.2017 06:00";"14.0";"587.4";"765.8";"77";"Wind blowing from the north";"2";"";"";"";"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 1500 m";"6.0";"10.0";
"23.05.2017 16:00";"24.0";"589.1";"761.2";"31";"Wind blowing from the south-east";"9";"";"";"";"Few clouds (10-30%) 1050 m, scattered clouds (40-50%) 2100 m";"10.0 and more";"6.0";
"23.05.2017 15:30";"25.0";"589.6";"761.2";"30";"Wind blowing from the south-southeast";"9";"";"";"";"Few clouds (10-30%) 1050 m, scattered clouds (40-50%) 2100 m";"10.0 and more";"6.0";
"23.05.2017 15:00";"25.0";"589.6";"761.2";"30";"Wind blowing from the south-southeast";"9";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"6.0";
"23.05.2017 14:30";"27.0";"590.6";"761.2";"26";"Wind blowing from the south-east";"9";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"6.0";
"23.05.2017 14:00";"26.0";"590.7";"762.0";"28";"Wind blowing from the south-southeast";"7";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"6.0";
"23.05.2017 13:30";"26.0";"590.7";"762.0";"30";"Wind blowing from the south-east";"10";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"7.0";
"23.05.2017 13:00";"27.0";"591.8";"762.8";"30";"Wind blowing from the south-east";"10";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"8.0";
"23.05.2017 12:30";"27.0";"591.8";"762.8";"28";"Wind blowing from the south-southeast";"8";"";"";"";"Scattered clouds (40-50%) 1200 m";"10.0 and more";"7.0";
"23.05.2017 12:00";"27.0";"592.4";"763.5";"30";"Wind blowing from the south-southeast";"9";"";"";"";"Scattered clouds (40-50%) 900 m";"10.0 and more";"8.0";
