# Weather station Balurghat, India, WMO_ID=42506,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42506&lang=en
#
"Local time in Balurghat";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.09.2016 08:30";"27.0";"751.1";"753.3";"";"94";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"24.9";"";"";"";"600-1000";"";"";"2.0";"25.9";"";"";"";"";"";"";
"28.09.2016 17:30";"30.0";"751.4";"753.6";"";"94";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"34.1";"";"";"600-1000";"";"";"2.0";"28.9";"";"";"";"";"";"";
"28.09.2016 08:30";"26.8";"750.9";"753.1";"";"89";"Wind blowing from the south";"0";"";"";"60%.";" ";"";"";"24.8";"";"";"";"600-1000";"";"";"2.0";"24.8";"";"";"";"";"";"";
"26.09.2016 17:30";"28.8";"750.8";"753.0";"";"88";"Wind blowing from the south-west";"0";"";"";"50%.";" ";"";"";"";"32.9";"";"";"600-1000";"";"";"4.0";"26.6";"";"";"";"";"";"";
"26.09.2016 08:30";"25.8";"750.5";"752.7";"";"93";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"2.0";"24.6";"";"";"";"";"";"";
"25.09.2016 17:30";"29.6";"750.6";"752.8";"";"88";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"33.0";"";"";"600-1000";"";"";"2.0";"27.4";"";"";"";"";"";"";
"25.09.2016 08:30";"27.0";"750.2";"752.4";"";"94";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"2.0";"25.9";"";"";"";"";"";"";
"24.09.2016 17:30";"30.2";"751.4";"753.6";"";"91";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.8";"";"";"600-1000";"";"";"2.0";"28.6";"";"";"";"";"";"";
"23.09.2016 08:30";"27.2";"750.6";"752.8";"";"90";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"25.0";"";"";"";"300-600";"";"";"1.0";"25.5";"";"";"";"";"";"";
"22.09.2016 08:30";"26.2";"750.0";"752.2";"";"90";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.4";"";"";"";"600-1000";"";"";"4.0";"24.5";"";"";"";"";"";"";
"21.09.2016 17:30";"31.2";"751.0";"753.2";"";"86";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"2.0";"28.5";"";"";"";"";"";"";
"21.09.2016 08:30";"27.4";"750.1";"752.3";"";"90";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"25.2";"";"";"";"600-1000";"";"";"2.0";"25.7";"";"";"";"";"";"";
"20.09.2016 17:30";"30.6";"750.5";"752.7";"";"90";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"34.2";"";"";"1000-1500";"";"";"4.0";"28.7";"";"";"";"";"";"";
"20.09.2016 08:30";"27.2";"749.8";"752.0";"";"92";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"25.1";"";"";"";"600-1000";"";"";"2.0";"25.8";"";"";"";"";"";"";
"19.09.2016 17:30";"30.8";"751.0";"753.2";"";"87";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"34.0";"";"";"300-600";"";"";"1.0";"28.3";"";"";"";"";"";"";
"19.09.2016 08:30";"27.0";"750.4";"752.6";"";"92";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"2.0";"25.6";"";"";"";"";"";"";
"18.09.2016 17:30";"30.4";"751.1";"753.3";"";"90";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"33.9";"";"";"300-600";"";"";"2.0";"28.5";"";"";"";"";"";"";
"18.09.2016 08:30";"26.6";"750.6";"752.8";"";"95";"Wind blowing from the south";"0";"";"";"60%.";" ";"";"";"24.6";"";"";"";"600-1000";"";"";"2.0";"25.7";"";"";"";"";"";"";
"17.09.2016 17:30";"30.2";"751.1";"753.3";"";"91";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"33.8";"";"";"600-1000";"";"";"2.0";"28.6";"";"";"";"";"";"";
"17.09.2016 08:30";"26.8";"750.4";"752.6";"";"94";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"24.8";"";"";"";"300-600";"";"";"1.0";"25.7";"";"";"";"";"";"";
"16.09.2016 17:30";"31.0";"750.9";"753.1";"";"87";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"34.2";"";"";"600-1000";"";"";"2.0";"28.6";"";"";"";"";"";"";
"16.09.2016 08:30";"27.2";"750.5";"752.7";"";"90";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"2.0";"25.5";"";"";"";"";"";"";
"15.09.2016 17:30";"30.8";"751.0";"753.2";"";"88";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"2.0";"28.6";"";"";"";"";"";"";
"15.09.2016 08:30";"27.0";"750.6";"752.8";"";"92";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"25.2";"";"";"";"600-1000";"";"";"4.0";"25.6";"";"";"";"";"";"";
"14.09.2016 17:30";"30.4";"750.6";"752.8";"";"90";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"4.0";"28.5";"";"";"";"";"";"";
"14.09.2016 08:30";"26.8";"750.3";"752.5";"";"87";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"2.0";"24.5";"";"";"";"";"";"";
"13.09.2016 17:30";"29.8";"751.1";"753.3";"";"86";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.6";"";"";"600-1000";"";"";"2.0";"27.3";"";"";"";"";"";"";
"13.09.2016 08:30";"26.4";"750.6";"752.8";"";"89";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"24.8";"";"";"";"600-1000";"";"";"4.0";"24.4";"";"";"";"";"";"";
"12.09.2016 17:30";"30.6";"751.0";"753.2";"";"88";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"34.2";"";"";"600-1000";"";"";"2.0";"28.4";"";"";"";"";"";"";
"12.09.2016 08:30";"26.8";"750.0";"752.2";"";"87";"Wind blowing from the east";"0";"";"";"50%.";" ";"";"";"25.0";"";"";"";"300-600";"";"";"4.0";"24.5";"";"";"";"";"";"";
"11.09.2016 17:30";"30.8";"750.9";"753.1";"";"87";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"4.0";"28.3";"";"";"";"";"";"";
"11.09.2016 08:30";"26.6";"750.5";"752.7";"";"87";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"24.8";"";"";"";"600-1000";"";"";"2.0";"24.3";"";"";"";"";"";"";
"10.09.2016 17:30";"31.2";"750.3";"752.5";"";"86";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"34.8";"";"";"300-600";"";"";"2.0";"28.5";"";"";"";"";"";"";
"10.09.2016 08:30";"27.2";"750.0";"752.2";"";"92";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"25.1";"";"";"";"300-600";"";"";"1.0";"25.8";"";"";"";"";"";"";
"09.09.2016 17:30";"30.8";"749.7";"751.9";"";"88";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"34.4";"";"";"300-600";"";"";"2.0";"28.6";"";"";"";"";"";"";
"09.09.2016 08:30";"27.0";"749.5";"751.7";"";"94";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"24.9";"";"";"";"300-600";"";"";"4.0";"25.9";"";"";"";"";"";"";
"08.09.2016 17:30";"30.2";"750.0";"752.2";"";"91";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"4.0";"28.6";"";"";"";"";"";"";
"08.09.2016 08:30";"26.6";"749.7";"751.9";"";"89";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"24.6";"";"";"";"300-600";"";"";"4.0";"24.6";"";"";"";"";"";"";
"07.09.2016 08:30";"";"";"751.6";"";"";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"24.8";"";"";"";"600-1000";"";"";"4.0";"25.6";"";"";"";"";"";"";
"06.09.2016 17:30";"31.4";"750.0";"752.2";"";"84";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"34.5";"";"";"600-1000";"";"";"2.0";"28.4";"";"";"";"";"";"";
"06.09.2016 08:30";"27.2";"749.7";"751.9";"";"90";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"25.1";"";"";"";"600-1000";"";"";"1.0";"25.5";"";"";"";"";"";"";
"05.09.2016 17:30";"31.0";"750.9";"753.1";"";"87";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"34.0";"";"";"1000-1500";"";"";"4.0";"28.6";"";"";"";"";"";"";
"05.09.2016 08:30";"26.8";"750.1";"752.3";"";"88";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"24.6";"";"";"";"300-600";"";"";"2.0";"24.6";"";"";"";"";"";"";
"04.09.2016 17:30";"30.8";"749.7";"751.9";"";"88";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"33.8";"";"";"600-1000";"";"";"2.0";"28.6";"";"";"";"";"";"";
"04.09.2016 08:30";"27.0";"749.6";"751.8";"";"94";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"24.8";"";"";"";"600-1000";"";"";"10.0";"25.9";"";"";"";"";"";"";
"03.09.2016 17:30";"30.6";"750.7";"752.9";"";"88";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"4.0";"28.4";"";"";"";"";"";"";
"03.09.2016 08:30";"26.8";"749.4";"751.6";"";"87";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"24.7";"";"";"";"300-600";"";"";"2.0";"24.5";"";"";"";"";"";"";
"02.09.2016 17:30";"31.2";"749.7";"751.9";"";"86";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"35.2";"";"";"300-600";"";"";"2.0";"28.5";"";"";"";"";"";"";
"02.09.2016 08:30";"27.4";"749.6";"751.8";"";"90";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"25.2";"";"";"";"600-1000";"";"";"4.0";"25.7";"";"";"";"";"";"";
"01.09.2016 17:30";"30.8";"750.0";"752.2";"";"88";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"34.2";"";"";"600-1000";"";"";"4.0";"28.6";"";"";"";"";"";"";
"01.09.2016 08:30";"27.0";"749.7";"751.9";"";"94";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"24.8";"";"";"";"300-600";"";"";"1.0";"25.9";"";"";"";"";"";"";
"29.08.2016 17:30";"31.0";"";"752.5";"";"87";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"34.8";"";"";"600-1000";"";"";"4.0";"28.6";"";"";"";"";"";"";
"29.08.2016 08:30";"27.0";"";"751.9";"";"92";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"25.2";"";"";"";"600-1000";"";"";"1.0";"25.6";"";"";"";"";"";"";
"28.08.2016 17:30";"31.2";"";"752.8";"";"84";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"35.2";"";"";"300-600";"";"";"1.0";"28.2";"";"";"";"";"";"";
"28.08.2016 08:30";"27.4";"";"752.0";"";"89";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"25.3";"";"";"";"600-1000";"";"";"4.0";"25.4";"";"";"";"";"";"";
"27.08.2016 17:30";"31.0";"";"753.1";"";"86";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"34.6";"";"";"600-1000";"";"";"4.0";"28.3";"";"";"";"";"";"";
"27.08.2016 08:30";"27.2";"";"752.8";"";"90";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"25.1";"";"";"";"600-1000";"";"";"2.0";"25.5";"";"";"";"";"";"";
"26.08.2016 17:30";"31.6";"";"752.9";"";"83";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"35.6";"";"";"300-600";"";"";"2.0";"28.3";"";"";"";"";"";"";
"26.08.2016 08:30";"27.6";"";"752.0";"";"89";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"25.8";"";"";"";"300-600";"";"";"1.0";"25.6";"";"";"";"";"";"";
"25.08.2016 17:30";"31.2";"";"753.0";"";"86";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"35.3";"";"";"600-1000";"";"";"1.0";"28.5";"";"";"";"";"";"";
"25.08.2016 08:30";"27.4";"";"752.4";"";"89";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"2.0";"25.4";"";"";"";"";"";"";
"24.08.2016 17:30";"30.8";"";"752.9";"";"88";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"35.0";"";"";"600-1000";"";"";"4.0";"28.6";"";"";"";"";"";"";
"24.08.2016 08:30";"27.2";"";"752.7";"";"90";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"25.3";"";"";"";"1000-1500";"";"";"10.0";"25.5";"";"";"";"";"";"";
"23.08.2016 17:30";"30.2";"";"752.8";"";"91";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"34.1";"";"";"1000-1500";"";"";"4.0";"28.6";"";"";"";"";"";"";
"22.08.2016 17:30";"29.6";"751.1";"753.3";"";"89";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"33.2";"";"";"300-600";"";"";"2.0";"27.6";"";"";"";"";"";"";
"22.08.2016 08:30";"26.2";"750.6";"752.8";"";"90";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.2";"";"";"";"600-1000";"";"";"2.0";"24.5";"";"";"";"";"";"";
"18.08.2016 17:30";"30.0";"749.7";"751.9";"";"92";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"34.0";"";"";"300-600";"";"";"1.0";"28.6";"";"";"";"";"";"";
"17.08.2016 17:30";"31.4";"750.2";"752.4";"";"84";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"35.3";"";"";"300-600";"";"";"2.0";"28.4";"";"";"";"";"";"";
"17.08.2016 08:30";"27.8";"749.8";"752.0";"";"89";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"25.8";"";"";"";"300-600";"";"";"1.0";"25.8";"";"";"";"";"";"";
"16.08.2016 17:30";"31.2";"749.8";"752.0";"";"87";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"35.2";"";"";"600-1000";"";"";"4.0";"28.8";"";"";"";"";"";"";
"16.08.2016 08:30";"27.8";"749.7";"751.9";"";"87";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"4.0";"25.5";"";"";"";"";"";"";
"15.08.2016 17:30";"30.8";"749.7";"751.9";"";"88";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"34.9";"";"";"300-600";"";"";"2.0";"28.6";"";"";"";"";"";"";
"15.08.2016 08:30";"27.4";"749.7";"751.9";"";"90";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"25.3";"";"";"";"600-1000";"";"";"1.0";"25.7";"";"";"";"";"";"";
"14.08.2016 17:30";"30.3";"749.8";"752.0";"";"91";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"34.3";"";"";"600-1000";"";"";"1.0";"28.6";"";"";"";"";"";"";
"13.08.2016 17:30";"29.8";"750.4";"752.6";"";"90";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"34.2";"";"";"600-1000";"";"";"10.0";"27.9";"";"";"";"";"";"";
"13.08.2016 08:30";"26.6";"750.0";"752.2";"";"89";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"24.9";"";"";"";"600-1000";"";"";"4.0";"24.6";"";"";"";"";"";"";
"12.08.2016 17:30";"30.0";"749.6";"751.8";"";"92";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"34.1";"";"";"300-600";"";"";"10.0";"28.6";"";"";"";"";"";"";
"12.08.2016 08:30";"26.4";"749.7";"751.9";"";"90";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.9";"";"";"";"300-600";"";"";"4.0";"24.7";"";"";"";"";"";"";
"11.08.2016 17:30";"29.8";"749.5";"751.7";"";"88";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"33.8";"Stratocumulus cumulogenitus.";"50%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"27.6";"";"";"";"";"";"";
"10.08.2016 17:30";"30.0";"750.1";"752.3";"";"88";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"34.2";"";"";"300-600";"";"";"0.5";"27.8";"";"";"";"";"";"";
"10.08.2016 08:30";"26.4";"749.8";"752.0";"";"92";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"25.0";"";"";"";"600-1000";"";"";"2.0";"25.0";"";"";"";"";"";"";
"09.08.2016 17:30";"29.8";"750.6";"752.8";"";"88";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"33.2";"";"";"300-600";"";"";"2.0";"27.6";"";"";"";"";"";"";
"09.08.2016 08:30";"26.2";"750.3";"752.5";"";"90";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"24.2";"";"";"";"300-600";"";"";"1.0";"24.5";"";"";"";"";"";"";
"08.08.2016 17:30";"30.4";"751.5";"753.7";"";"90";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"34.0";"";"";"300-600";"";"";"2.0";"28.5";"";"";"";"";"";"";
"08.08.2016 08:30";"26.6";"751.1";"753.3";"";"90";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.8";"";"";"";"300-600";"";"";"1.0";"24.9";"";"";"";"";"";"";
"06.08.2016 17:30";"30.2";"751.0";"753.2";"";"91";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.8";"";"";"300-600";"";"";"2.0";"28.6";"";"";"";"";"";"";
"06.08.2016 08:30";"26.2";"750.3";"752.5";"";"92";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"24.4";"";"";"";"600-1000";"";"";"4.0";"24.8";"";"";"";"";"";"";
"05.08.2016 17:30";"31.4";"751.0";"753.2";"";"84";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"35.2";"";"";"300-600";"";"";"2.0";"28.4";"";"";"";"";"";"";
"05.08.2016 08:30";"27.4";"750.7";"752.9";"";"89";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"25.8";"";"";"";"600-1000";"";"";"2.0";"25.5";"";"";"";"";"";"";
"04.08.2016 17:30";"31.4";"750.9";"753.1";"";"84";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"35.0";"";"";"600-1000";"";"";"4.0";"28.4";"";"";"";"";"";"";
"04.08.2016 08:30";"27.0";"750.5";"752.7";"";"92";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"25.5";"";"";"";"600-1000";"";"";"2.0";"25.6";"";"";"";"";"";"";
"03.08.2016 17:30";"31.2";"751.4";"753.6";"";"87";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"34.8";"";"";"600-1000";"";"";"10.0";"28.8";"";"";"";"";"";"";
"02.08.2016 08:30";"26.6";"750.9";"753.1";"";"89";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"25.1";"";"";"";"300-600";"";"";"1.0";"24.6";"";"";"";"";"";"";
"01.08.2016 17:30";"30.4";"751.7";"753.9";"";"90";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"34.3";"";"";"300-600";"";"";"1.0";"28.5";"";"";"";"";"";"";
"01.08.2016 08:30";"26.2";"751.5";"753.7";"";"92";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"24.2";"";"";"";"300-600";"";"";"1.0";"24.8";"";"";"";"";"";"";
"31.07.2016 17:30";"28.8";"751.4";"753.6";"";"94";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"33.2";"";"";"600-1000";"";"";"1.0";"27.7";"";"";"";"";"";"";
"30.07.2016 17:30";"30.2";"751.8";"754.0";"";"91";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"34.2";"";"";"300-600";"";"";"0.5";"28.6";"";"";"";"";"";"";
"30.07.2016 08:30";"26.8";"751.3";"753.5";"";"94";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"25.0";"";"";"";"300-600";"";"";"2.0";"25.7";"";"";"";"";"";"";
"29.07.2016 17:30";"29.6";"751.0";"753.2";"";"90";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"33.2";"";"";"300-600";"";"";"1.0";"27.7";"";"";"";"";"";"";
"29.07.2016 08:30";"26.2";"750.8";"753.0";"";"92";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"24.5";"";"";"";"600-1000";"";"";"1.0";"24.8";"";"";"";"";"";"";
"28.07.2016 17:30";"29.2";"751.4";"753.6";"";"91";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"33.0";"";"";"300-600";"";"";"1.0";"27.5";"";"";"";"";"";"";
"28.07.2016 08:30";"25.4";"751.3";"753.5";"";"96";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"23.8";"";"";"";"300-600";"";"";"0.5";"24.8";"";"";"";"";"";"";
"27.07.2016 17:30";"29.2";"751.5";"753.7";"";"92";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"32.9";"";"";"600-1000";"";"";"2.0";"27.8";"";"";"";"";"";"";
"27.07.2016 08:30";"25.6";"751.3";"753.5";"";"93";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"24.1";"";"";"";"600-1000";"";"";"1.0";"24.3";"";"";"";"";"";"";
"26.07.2016 17:30";"29.4";"751.3";"753.5";"";"90";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"32.6";"";"";"300-600";"";"";"1.0";"27.5";"";"";"";"";"";"";
"26.07.2016 08:30";"25.2";"750.9";"753.1";"";"98";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"23.2";"";"";"";"600-1000";"";"";"1.0";"24.9";"";"";"";"";"";"";
"25.07.2016 08:30";"26.4";"750.6";"752.8";"";"90";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"24.3";"";"";"";"600-1000";"";"";"2.0";"24.7";"";"";"";"";"";"";
"24.07.2016 17:30";"29.2";"751.0";"753.2";"";"94";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"32.3";"";"";"600-1000";"";"";"1.0";"28.1";"";"";"";"";"";"";
"24.07.2016 08:30";"25.8";"750.9";"753.1";"";"93";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.0";"";"";"";"300-600";"";"";"0.5";"24.6";"";"";"";"";"";"";
"23.07.2016 17:30";"29.2";"750.9";"753.1";"";"91";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"32.2";"";"";"300-600";"";"";"2.0";"27.5";"";"";"";"";"";"";
"23.07.2016 08:30";"26.0";"750.8";"753.0";"";"89";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"24.2";"";"";"";"600-1000";"";"";"1.0";"24.0";"";"";"";"";"";"";
"22.07.2016 17:30";"29.6";"750.9";"753.1";"";"89";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"32.8";"";"";"600-1000";"";"";"2.0";"27.6";"";"";"";"";"";"";
"22.07.2016 08:30";"26.4";"750.7";"752.9";"";"92";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"24.8";"";"";"";"600-1000";"";"";"2.0";"25.0";"";"";"";"";"";"";
"21.07.2016 17:30";"30.2";"751.3";"753.5";"";"92";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"33.6";"";"";"600-1000";"";"";"1.0";"28.8";"";"";"";"";"";"";
"20.07.2016 08:30";"26.0";"751.0";"753.2";"";"94";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"24.3";"";"";"";"300-600";"";"";"0.5";"24.9";"";"";"";"";"";"";
"19.07.2016 17:30";"29.8";"751.5";"753.7";"";"86";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"32.8";"";"";"300-600";"";"";"2.0";"27.3";"";"";"";"";"";"";
"19.07.2016 08:30";"26.2";"751.6";"753.8";"";"92";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"24.2";"";"";"";"300-600";"";"";"1.0";"24.8";"";"";"";"";"";"";
"18.07.2016 08:30";"25.8";"751.0";"753.2";"";"90";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"24.0";"";"";"";"300-600";"";"";"2.0";"24.0";"";"";"";"";"";"";
"17.07.2016 17:30";"30.0";"751.5";"753.7";"";"92";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"33.8";"";"";"600-1000";"";"";"4.0";"28.6";"";"";"";"";"";"";
"17.07.2016 08:30";"26.0";"751.2";"753.4";"";"94";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"24.1";"";"";"";"300-600";"";"";"1.0";"24.9";"";"";"";"";"";"";
"16.07.2016 17:30";"30.8";"751.1";"753.3";"";"87";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"34.2";"";"";"300-600";"";"";"2.0";"28.3";"";"";"";"";"";"";
"16.07.2016 08:30";"26.4";"750.7";"752.9";"";"90";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"24.8";"";"";"";"300-600";"";"";"1.0";"24.7";"";"";"";"";"";"";
"15.07.2016 17:30";"31.6";"751.4";"753.6";"";"84";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"35.0";"";"";"600-1000";"";"";"1.0";"28.6";"";"";"";"";"";"";
"15.07.2016 08:30";"27.4";"751.1";"753.3";"";"92";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"2.0";"26.0";"";"";"";"";"";"";
"14.07.2016 17:30";"27.2";"750.7";"752.9";"";"92";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"34.9";"";"";"600-1000";"";"";"2.0";"25.8";"";"";"";"";"";"";
"14.07.2016 08:30";"27.2";"750.7";"752.9";"";"92";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"25.2";"";"";"";"600-1000";"";"";"2.0";"25.8";"";"";"";"";"";"";
"13.07.2016 17:30";"30.8";"751.5";"753.7";"";"87";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"34.2";"";"";"300-600";"";"";"1.0";"28.3";"";"";"";"";"";"";
"11.07.2016 17:30";"30.4";"751.1";"753.3";"";"90";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"34.2";"";"";"600-1000";"";"";"2.0";"28.6";"";"";"";"";"";"";
