# Weather station Burdwan, India, WMO_ID=42709,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42709&lang=en
#
"Local time in Burdwan";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"23.05.2017 17:30";"35.2";"751.7";"753.7";"";"58";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"23.05.2017 08:30";"32.2";"749.4";"751.4";"";"71";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"26.3";"";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"22.05.2017 17:30";"35.0";"750.5";"752.5";"";"66";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"22.05.2017 08:30";"32.2";"750.7";"752.7";"";"69";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"26.3";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"21.05.2017 17:30";"34.8";"751.7";"753.7";"";"60";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"21.05.2017 08:30";"32.2";"751.1";"753.1";"";"64";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"25.3";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"20.05.2017 17:30";"36.0";"751.7";"753.7";"";"61";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"20.05.2017 08:30";"30.2";"752.2";"754.2";"";"70";"Wind blowing from the south";"";"";"";"no clouds";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.0";"";"";"";"";"";"";"2.0";"24.2";"";"";"";"";"";"";
"19.05.2017 17:30";"34.0";"752.6";"754.6";"";"62";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"19.05.2017 08:30";"31.2";"751.4";"753.4";"";"68";"Wind blowing from the south";"";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"18.05.2017 17:30";"33.4";"752.4";"754.4";"";"61";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"36.0";"";"";"600-1000";"";"";"2.0";"24.8";"";"";"";"";"";"";
"18.05.2017 08:30";"28.8";"753.9";"755.9";"";"69";"Wind blowing from the south";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"23.6";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"22.6";"";"";"";"";"";"";
"17.05.2017 17:30";"34.0";"752.0";"754.0";"";"67";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"38.0";"";"";"600-1000";"";"";"2.0";"27.0";"";"";"";"";"";"";
"17.05.2017 08:30";"32.2";"752.3";"754.3";"";"76";"Wind blowing from the south";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"26.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2500 or more, or no clouds.";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"27.5";"";"";"";"";"";"";
"16.05.2017 17:30";"32.4";"752.7";"754.7";"";"64";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"37.0";"";"";"600-1000";"";"";"2.0";"24.8";"";"";"";"";"";"";
"16.05.2017 08:30";"29.2";"753.5";"755.5";"";"76";"Wind blowing from the south";"1";"";"";"50%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"22.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.6";"";"";"";"";"";"";
"15.05.2017 17:30";"32.8";"752.4";"754.4";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"15.05.2017 08:30";"27.8";"750.9";"752.9";"";"65";"Wind blowing from the south";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"20.5";"";"";"";"";"";"";
"14.05.2017 17:30";"32.8";"752.6";"754.6";"";"64";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"14.05.2017 08:30";"28.2";"754.4";"756.5";"";"82";"Wind blowing from the south";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"22.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.8";"";"";"";"";"";"";
"13.05.2017 17:30";"27.0";"754.1";"756.2";"";"78";"Wind blowing from the south";"1";"";"";"100%.";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"35.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.8";"";"";"";"";"";"";
"13.05.2017 08:30";"30.8";"751.4";"753.4";"";"73";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.3";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"12.05.2017 08:30";"26.8";"753.4";"755.5";"";"74";"Wind blowing from the south";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"22.8";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"21.8";"";"";"";"";"";"";
"11.05.2017 17:30";"34.0";"752.4";"754.4";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"11.05.2017 08:30";"30.2";"754.4";"756.4";"";"70";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.3";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"10.05.2017 17:30";"33.2";"752.7";"754.7";"";"63";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"10.05.2017 08:30";"28.2";"753.6";"755.7";"";"67";"Wind blowing from the south";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"23.3";"";"";"";"";"";"";"2.0";"21.6";"";"";"";"";"";"";
"09.05.2017 17:30";"27.0";"753.8";"755.9";"";"87";"Wind blowing from the south";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"36.0";"";"";"";"";"";"2.0";"24.6";"";"";"";"";"";"";
"09.05.2017 08:30";"30.2";"751.7";"753.7";"";"76";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"08.05.2017 17:30";"35.0";"751.4";"753.4";"";"62";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"08.05.2017 08:30";"29.2";"751.4";"753.4";"";"75";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"07.05.2017 17:30";"35.0";"752.6";"754.6";"";"57";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"07.05.2017 08:30";"29.8";"752.0";"754.0";"";"73";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"06.05.2017 17:30";"34.0";"752.7";"754.7";"";"62";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"06.05.2017 08:30";"30.2";"752.0";"754.0";"";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"05.05.2017 17:30";"33.8";"752.4";"754.4";"-1.7";"64";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"38.8";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"05.05.2017 14:30";"30.2";"754.1";"756.1";"";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"05.05.2017 08:30";"30.2";"754.1";"756.1";"";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"04.05.2017 17:30";"34.2";"752.4";"754.4";"";"55";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"04.05.2017 08:30";"29.4";"753.9";"755.9";"";"75";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"24.5";"";"";"";"";"";"";
"03.05.2017 17:30";"32.8";"752.4";"754.4";"";"64";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"03.05.2017 08:30";"29.8";"756.1";"758.1";"";"58";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"20.8";"";"";"";"";"";"";
"02.05.2017 17:30";"29.8";"752.7";"754.7";"";"75";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"02.05.2017 08:30";"26.4";"752.2";"754.3";"";"74";"Wind blowing from the north";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"20.6";"";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"01.05.2017 17:30";"32.8";"752.0";"754.0";"";"69";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"36.8";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"01.05.2017 08:30";"26.6";"753.8";"755.9";"";"74";"Wind blowing from the south";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"20.2";"";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"30.04.2017 17:30";"34.2";"752.0";"754.0";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"30.04.2017 08:30";"32.0";"752.7";"754.7";"";"70";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"29.04.2017 17:30";"32.8";"752.4";"754.4";"";"71";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"29.04.2017 08:30";"31.2";"751.4";"753.4";"";"71";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"28.04.2017 17:30";"35.0";"752.4";"754.4";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"28.04.2017 08:30";"30.0";"753.2";"755.2";"";"39";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"27.04.2017 17:30";"34.0";"752.7";"754.7";"";"70";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"27.8";"";"";"";"";"";"";
"27.04.2017 08:30";"31.2";"751.4";"753.4";"";"71";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"25.3";"";"";"";"";"";"";
"26.04.2017 17:30";"33.0";"753.2";"755.2";"";"72";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"27.2";"";"";"";"";"";"";
"26.04.2017 08:30";"30.2";"753.4";"755.4";"";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.8";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"25.04.2017 17:30";"34.2";"753.2";"755.2";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"25.04.2017 08:30";"25.2";"751.8";"753.9";"";"97";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"24.04.2017 17:30";"33.0";"753.9";"755.9";"";"64";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"24.04.2017 08:30";"29.2";"753.2";"755.2";"";"76";"Wind blowing from the east";"1";"";"";"100%.";"Thunderstorm, heavy, with hail at time of observation. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Drizzle.";"22.8";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.6";"";"";"";"";"";"";
"23.04.2017 17:30";"33.4";"753.2";"755.2";"";"65";"Wind blowing from the south";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"37.0";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"26.0";"";"";"";"";"";"";
"23.04.2017 08:30";"28.6";"754.1";"756.2";"";"75";"Wind blowing from the south";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"25.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"23.8";"";"";"";"";"";"";
"22.04.2017 17:30";"33.8";"752.6";"754.6";"";"69";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"27.4";"";"";"";"";"";"";
"22.04.2017 08:30";"30.2";"753.2";"755.2";"";"70";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"24.2";"";"";"";"";"";"";
"21.04.2017 17:30";"34.2";"751.7";"753.7";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"21.04.2017 08:30";"30.2";"753.9";"755.9";"";"74";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"20.04.2017 17:30";"33.0";"752.7";"754.7";"";"72";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"27.2";"";"";"";"";"";"";
"20.04.2017 08:30";"26.2";"752.4";"754.5";"";"79";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"4.0";"22.3";"";"";"";"";"";"";
"19.04.2017 17:30";"33.0";"752.7";"754.7";"";"71";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"27.0";"";"";"";"";"";"";
"19.04.2017 08:30";"28.2";"754.3";"756.4";"";"82";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"18.04.2017 17:30";"33.2";"752.4";"754.4";"";"69";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"18.04.2017 08:30";"29.8";"752.2";"754.2";"";"74";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"24.7";"";"";"";"";"";"";
"17.04.2017 17:30";"33.8";"752.7";"754.7";"";"67";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"17.04.2017 08:30";"29.8";"754.4";"756.4";"";"60";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"16.04.2017 17:30";"32.0";"752.4";"754.4";"";"62";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"16.04.2017 08:30";"29.2";"754.4";"756.4";"";"76";"Wind blowing from the south";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.5";"";"";"";"";"";"";
"15.04.2017 17:30";"33.8";"752.4";"754.4";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"26.4";"";"";"";"";"";"";
"15.04.2017 08:30";"29.0";"753.5";"755.5";"";"66";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"14.04.2017 17:30";"33.8";"752.7";"754.7";"";"68";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"27.2";"";"";"";"";"";"";
"14.04.2017 08:30";"28.4";"754.1";"756.2";"";"75";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.3";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"13.04.2017 17:30";"34.8";"752.7";"754.7";"";"63";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"13.04.2017 08:30";"28.6";"754.3";"756.4";"";"72";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"24.8";"";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"12.04.2017 17:30";"34.8";"751.7";"753.7";"";"63";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"12.04.2017 08:30";"28.6";"754.0";"756.1";"";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.3";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"11.04.2017 17:30";"34.2";"752.0";"754.0";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.8";"";"";"";"";"";"4.0";"26.8";"";"";"";"";"";"";
"11.04.2017 08:30";"29.4";"754.4";"756.4";"";"75";"Wind blowing from the west";"1";"";"";"no clouds";"Cloud development not observed or not observable. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"26.0";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"10.04.2017 17:30";"34.2";"751.7";"753.7";"";"67";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"39.0";"";"";"";"";"";"4.0";"27.2";"";"";"";"";"";"";
"10.04.2017 08:30";"29.2";"754.4";"756.4";"";"75";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"09.04.2017 17:30";"31.4";"752.4";"754.4";"";"74";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"26.2";"";"";"";"";"";"";
"09.04.2017 08:30";"29.2";"753.2";"755.2";"";"73";"Wind blowing from the south";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"25.2";"";"";"";"";"";"";"2.0";"23.8";"";"";"";"";"";"";
"08.04.2017 17:30";"30.2";"753.2";"755.2";"";"73";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
"08.04.2017 08:30";"28.2";"754.4";"756.5";"";"82";"Wind blowing from the south";"1";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"24.3";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altostratus translucidus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"24.8";"";"";"";"";"";"";
"07.04.2017 17:30";"33.2";"751.7";"753.7";"";"61";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"24.8";"";"";"";"";"";"";
